file, segment, start, end, dur, filedur, mean_intensity
engl310_01_synth_base,np,31.013,32.583,1.570,165.175,81.118,
engl310_01_synth_base,uh,32.583,32.893,0.309,165.175,78.807,
engl310_01_synth_base,np,32.893,33.859,0.966,165.175,78.200,
engl310_01_synth_base,in,33.859,34.119,0.261,165.175,50.329,
engl310_01_synth_base,uh,34.119,34.498,0.379,165.175,75.561,
engl310_01_synth_base,np,34.498,35.266,0.768,165.175,78.216,
engl310_01_synth_base,in,35.266,35.479,0.213,165.175,44.267,
engl310_01_synth_base,sil,35.479,35.542,0.063,165.175,30.891,
engl310_01_synth_base,np,35.542,36.271,0.729,165.175,79.444,
engl310_01_synth_base,in,36.271,36.513,0.241,165.175,46.398,
engl310_01_synth_base,uh,36.513,36.940,0.427,165.175,78.263,
engl310_01_synth_base,in,36.940,37.203,0.263,165.175,41.529,
engl310_01_synth_base,np,37.203,37.908,0.705,165.175,82.742,
engl310_01_synth_base,sil,37.908,38.019,0.111,165.175,36.455,
engl310_01_synth_base,np,38.019,38.753,0.734,165.175,80.716,
engl310_01_synth_base,sil,38.753,39.277,0.524,165.175,36.390,
engl310_01_synth_base,cl,39.277,39.375,0.098,165.175,50.584,
engl310_01_synth_base,in,39.375,39.689,0.314,165.175,50.041,
engl310_01_synth_base,uh,39.689,39.892,0.203,165.175,75.210,
engl310_01_synth_base,np,39.892,45.771,5.878,165.175,76.862,
engl310_01_synth_base,in,45.771,45.923,0.152,165.175,27.248,
engl310_01_synth_base,sil,45.923,46.070,0.147,165.175,17.619,
engl310_01_synth_base,np,46.070,47.193,1.123,165.175,73.233,
engl310_01_synth_base,sil,47.193,47.258,0.065,165.175,23.957,
engl310_01_synth_base,in,47.258,47.582,0.324,165.175,35.758,
engl310_01_synth_base,uh,47.582,47.901,0.319,165.175,69.449,
engl310_01_synth_base,in,47.901,48.048,0.147,165.175,36.887,
engl310_01_synth_base,sil,48.048,48.109,0.060,165.175,23.803,
engl310_01_synth_base,np,48.109,51.279,3.170,165.175,76.541,
engl310_01_synth_base,uh,51.279,51.559,0.280,165.175,77.115,
engl310_01_synth_base,in,51.559,51.800,0.241,165.175,48.178,
engl310_01_synth_base,np,51.800,52.744,0.944,165.175,78.322,
engl310_01_synth_base,sil,52.744,52.991,0.246,165.175,34.660,
engl310_01_synth_base,np,52.991,53.465,0.474,165.175,75.878,
engl310_01_synth_base,sil,53.465,53.733,0.268,165.175,20.897,
engl310_01_synth_base,np,53.733,55.095,1.362,165.175,75.636,
engl310_01_synth_base,in,55.095,55.325,0.229,165.175,44.683,
engl310_01_synth_base,np,55.325,56.882,1.557,165.175,77.698,
engl310_01_synth_base,sil,56.882,56.986,0.104,165.175,42.300,
engl310_01_synth_base,np,56.986,57.995,1.010,165.175,73.706,
engl310_01_synth_base,sil,57.995,58.191,0.196,165.175,26.604,
engl310_01_synth_base,np,58.191,58.860,0.669,165.175,76.760,
engl310_01_synth_base,sil,58.860,59.843,0.983,165.175,29.366,
engl310_01_synth_base,tk,59.843,59.920,0.077,165.175,45.695,
engl310_01_synth_base,sil,59.920,59.978,0.058,165.175,24.339,
engl310_01_synth_base,np,59.978,61.850,1.872,165.175,78.119,
engl310_01_synth_base,in,61.850,62.084,0.234,165.175,44.788,
engl310_01_synth_base,uh,62.084,62.540,0.456,165.175,76.938,
engl310_01_synth_base,sil,62.540,62.665,0.126,165.175,35.532,
engl310_01_synth_base,np,62.665,64.692,2.026,165.175,74.987,
engl310_01_synth_base,sil,64.692,64.863,0.171,165.175,30.433,
engl310_01_synth_base,np,64.863,65.260,0.397,165.175,78.363,
engl310_01_synth_base,in,65.260,65.432,0.171,165.175,37.140,
engl310_01_synth_base,uh,65.432,65.695,0.263,165.175,78.078,
engl310_01_synth_base,in,65.695,65.929,0.234,165.175,48.596,
engl310_01_synth_base,sil,65.929,65.987,0.058,165.175,31.039,
engl310_01_synth_base,np,65.987,66.547,0.560,165.175,75.547,
engl310_01_synth_base,uh,66.547,66.904,0.357,165.175,76.982,
engl310_01_synth_base,sil,66.904,67.312,0.408,165.175,38.933,
engl310_01_synth_base,uh,67.312,67.658,0.345,165.175,71.272,
engl310_01_synth_base,np,67.658,69.059,1.401,165.175,75.755,
engl310_01_synth_base,in,69.059,69.399,0.341,165.175,44.685,
engl310_01_synth_base,uh,69.399,69.783,0.384,165.175,75.217,
engl310_01_synth_base,np,69.783,70.370,0.587,165.175,78.955,
engl310_01_synth_base,uh,70.370,70.698,0.328,165.175,79.069,
engl310_01_synth_base,in,70.698,70.983,0.285,165.175,41.768,
engl310_01_synth_base,sil,70.983,71.072,0.089,165.175,38.205,
engl310_01_synth_base,np,71.072,72.146,1.074,165.175,75.880,
engl310_01_synth_base,in,72.146,72.374,0.228,165.175,43.814,
engl310_01_synth_base,np,72.374,72.772,0.398,165.175,76.060,
engl310_01_synth_base,uh,72.772,73.253,0.480,165.175,76.977,
engl310_01_synth_base,np,73.253,75.695,2.442,165.175,75.807,
engl310_01_synth_base,sil,75.695,75.845,0.150,165.175,21.015,
engl310_01_synth_base,np,75.845,76.118,0.273,165.175,64.462,
engl310_01_synth_base,sil,76.118,76.861,0.743,165.175,21.241,
engl310_01_synth_base,np,76.861,77.361,0.500,165.175,72.903,
engl310_01_synth_base,in,77.361,77.607,0.246,165.175,32.338,
engl310_01_synth_base,uh,77.607,77.814,0.207,165.175,71.764,
engl310_01_synth_base,np,77.814,78.316,0.502,165.175,80.291,
engl310_01_synth_base,uh,78.316,78.780,0.464,165.175,77.272,
engl310_01_synth_base,sil,78.780,78.932,0.152,165.175,32.922,
engl310_01_synth_base,np,78.932,85.663,6.731,165.175,74.533,
engl310_01_synth_base,in,85.663,85.907,0.244,165.175,34.105,
engl310_01_synth_base,np,85.907,87.161,1.254,165.175,78.855,
engl310_01_synth_base,sil,87.161,87.398,0.237,165.175,28.809,
engl310_01_synth_base,np,87.398,87.937,0.539,165.175,73.902,
engl310_01_synth_base,sil,87.937,88.941,1.004,165.175,28.251,
engl310_01_synth_base,cl,88.941,89.043,0.101,165.175,54.502,
engl310_01_synth_base,in,89.043,89.313,0.270,165.175,45.453,
engl310_01_synth_base,np,89.313,90.548,1.235,165.175,78.372,
engl310_01_synth_base,in,90.548,90.730,0.183,165.175,38.330,
engl310_01_synth_base,sil,90.730,90.783,0.052,165.175,27.860,
engl310_01_synth_base,np,90.783,91.751,0.968,165.175,78.230,
engl310_01_synth_base,in,91.751,91.947,0.196,165.175,40.334,
engl310_01_synth_base,np,91.947,95.218,3.271,165.175,77.935,
engl310_01_synth_base,sil,95.218,95.329,0.111,165.175,32.793,
engl310_01_synth_base,np,95.329,95.998,0.669,165.175,76.850,
engl310_01_synth_base,sil,95.998,96.855,0.857,165.175,28.998,
engl310_01_synth_base,cl,96.855,96.959,0.104,165.175,55.933,
engl310_01_synth_base,uh,96.959,97.264,0.304,165.175,79.746,
engl310_01_synth_base,np,97.264,98.623,1.359,165.175,78.698,
engl310_01_synth_base,in,98.623,98.862,0.239,165.175,48.691,
engl310_01_synth_base,uh,98.862,99.112,0.250,165.175,78.263,
engl310_01_synth_base,np,99.112,99.627,0.515,165.175,81.631,
engl310_01_synth_base,in,99.627,99.925,0.298,165.175,46.634,
engl310_01_synth_base,uh,99.925,100.451,0.526,165.175,77.854,
engl310_01_synth_base,sil,100.451,100.803,0.352,165.175,30.874,
engl310_01_synth_base,np,100.803,101.725,0.922,165.175,76.582,
engl310_01_synth_base,in,101.725,102.018,0.293,165.175,48.203,
engl310_01_synth_base,np,102.018,103.119,1.101,165.175,77.530,
engl310_01_synth_base,in,103.119,103.408,0.289,165.175,36.119,
engl310_01_synth_base,uh,103.408,103.669,0.261,165.175,75.129,
engl310_01_synth_base,np,103.669,104.967,1.297,165.175,76.440,
engl310_01_synth_base,sil,104.967,105.114,0.148,165.175,38.415,
engl310_01_synth_base,np,105.114,105.640,0.526,165.175,76.725,
engl310_01_synth_base,sil,105.640,105.775,0.135,165.175,32.909,
engl310_01_synth_base,in,105.775,106.125,0.350,165.175,39.584,
engl310_01_synth_base,np,106.125,108.214,2.089,165.175,77.728,
engl310_01_synth_base,uh,108.214,108.469,0.254,165.175,77.935,
engl310_01_synth_base,np,108.469,109.331,0.863,165.175,75.749,
engl310_01_synth_base,in,109.331,109.590,0.258,165.175,38.107,
engl310_01_synth_base,uh,109.590,109.903,0.313,165.175,76.715,
engl310_01_synth_base,np,109.903,110.446,0.543,165.175,72.825,
engl310_01_synth_base,in,110.446,110.676,0.230,165.175,35.769,
engl310_01_synth_base,um,110.676,111.022,0.346,165.175,77.189,
engl310_01_synth_base,uh,111.022,111.368,0.346,165.175,74.454,
engl310_01_synth_base,np,111.368,113.105,1.737,165.175,76.511,
engl310_01_synth_base,in,113.105,113.327,0.222,165.175,41.437,
engl310_01_synth_base,uh,113.327,113.683,0.356,165.175,77.432,
engl310_01_synth_base,in,113.683,113.959,0.276,165.175,41.933,
engl310_01_synth_base,uh,113.959,114.389,0.430,165.175,74.511,
engl310_01_synth_base,sil,114.389,114.578,0.189,165.175,36.446,
engl310_01_synth_base,np,114.578,115.481,0.902,165.175,74.169,
engl310_01_synth_base,in,115.481,115.711,0.230,165.175,39.709,
engl310_01_synth_base,um,115.711,116.131,0.420,165.175,75.461,
engl310_01_synth_base,np,116.131,119.436,3.305,165.175,75.430,
engl310_01_synth_base,in,119.436,119.612,0.176,165.175,38.230,
engl310_01_synth_base,np,119.612,120.451,0.839,165.175,77.748,
engl310_01_synth_base,in,120.451,120.720,0.270,165.175,42.657,
engl310_01_synth_base,uh,120.720,121.033,0.313,165.175,77.209,
engl310_01_synth_base,np,121.033,121.481,0.448,165.175,79.630,
engl310_01_synth_base,in,121.481,121.729,0.248,165.175,43.546,
engl310_01_synth_base,uh,121.729,122.047,0.318,165.175,78.429,
engl310_01_synth_base,np,122.047,123.340,1.293,165.175,78.086,
engl310_01_synth_base,sil,123.340,123.470,0.130,165.175,30.173,
engl310_01_synth_base,np,123.470,124.323,0.852,165.175,76.701,
engl310_01_synth_base,sil,124.323,124.444,0.122,165.175,42.477,
engl310_01_synth_base,np,124.444,125.082,0.638,165.175,77.920,
engl310_01_synth_base,in,125.082,125.306,0.224,165.175,44.002,
engl310_01_synth_base,np,125.306,127.207,1.901,165.175,78.101,
engl310_01_synth_base,in,127.207,127.483,0.276,165.175,49.135,
engl310_01_synth_base,uh,127.483,127.885,0.402,165.175,80.008,
engl310_01_synth_base,other,127.885,128.087,0.202,165.175,50.422,
engl310_01_synth_base,in,128.087,128.366,0.278,165.175,31.709,
engl310_01_synth_base,sil,128.366,128.444,0.078,165.175,29.632,
engl310_01_synth_base,np,128.444,130.191,1.747,165.175,77.608,
engl310_01_synth_base,sil,130.191,130.314,0.124,165.175,32.526,
engl310_01_synth_base,uh,130.314,130.606,0.291,165.175,78.156,
engl310_01_synth_base,np,130.606,131.953,1.347,165.175,78.503,
engl310_01_synth_base,in,131.953,132.214,0.261,165.175,50.781,
engl310_01_synth_base,uh,132.214,132.568,0.354,165.175,80.149,
engl310_01_synth_base,np,132.568,132.998,0.430,165.175,78.823,
engl310_01_synth_base,in,132.998,133.218,0.220,165.175,39.428,
engl310_01_synth_base,sil,133.218,133.290,0.072,165.175,29.887,
engl310_01_synth_base,np,133.290,134.543,1.253,165.175,77.348,
engl310_01_synth_base,in,134.543,134.836,0.293,165.175,41.453,
engl310_01_synth_base,uh,134.836,135.156,0.320,165.175,76.275,
engl310_01_synth_base,np,135.156,135.694,0.538,165.175,79.938,
engl310_01_synth_base,sil,135.694,135.815,0.122,165.175,23.752,
engl310_01_synth_base,np,135.815,136.811,0.995,165.175,73.157,
engl310_01_synth_base,uh,136.811,137.095,0.285,165.175,69.197,
engl310_01_synth_base,np,137.095,137.883,0.787,165.175,69.159,
engl310_01_synth_base,sil,137.883,138.137,0.254,165.175,24.286,
engl310_01_synth_base,np,138.137,140.389,2.252,165.175,69.481,
engl310_01_synth_base,sil,140.389,141.322,0.933,165.175,20.338,
engl310_01_synth_base,cl,141.322,141.422,0.100,165.175,46.899,
engl310_01_synth_base,uh,141.422,141.792,0.369,165.175,66.953,
engl310_01_synth_base,in,141.792,142.068,0.276,165.175,39.263,
engl310_01_synth_base,np,142.068,142.354,0.287,165.175,72.793,
engl310_01_synth_base,in,142.354,142.615,0.261,165.175,43.355,
engl310_01_synth_base,uh,142.615,142.928,0.313,165.175,72.034,
engl310_01_synth_base,np,142.928,144.037,1.108,165.175,73.025,
engl310_01_synth_base,in,144.037,144.303,0.266,165.175,36.252,
engl310_01_synth_base,in,144.303,144.544,0.241,165.175,44.446,
engl310_01_synth_base,np,144.544,145.307,0.763,165.175,78.230,
engl310_01_synth_base,in,145.307,145.557,0.250,165.175,45.517,
engl310_01_synth_base,uh,145.557,145.996,0.439,165.175,79.211,
engl310_01_synth_base,np,145.996,146.627,0.630,165.175,77.192,
engl310_01_synth_base,in,146.627,146.905,0.278,165.175,41.593,
engl310_01_synth_base,uh,146.905,147.341,0.437,165.175,76.153,
engl310_01_synth_base,sil,147.341,147.424,0.083,165.175,33.938,
engl310_01_synth_base,np,147.424,148.448,1.024,165.175,76.448,
engl310_01_synth_base,in,148.448,148.743,0.296,165.175,48.287,
engl310_01_synth_base,np,148.743,151.629,2.886,165.175,77.625,
engl310_01_synth_base,in,151.629,152.151,0.522,165.175,38.214,
engl310_01_synth_base,sil,152.151,152.335,0.185,165.175,30.354,
engl310_01_synth_base,np,152.335,153.107,0.771,165.175,76.764,
engl310_01_synth_base,ex,153.107,153.431,0.324,165.175,39.296,
engl310_01_synth_base,sil,153.431,154.337,0.906,165.175,34.007,
engl310_01_synth_base,cl,154.337,154.428,0.091,165.175,48.927,
engl310_01_synth_base,in,154.428,154.604,0.176,165.175,47.467,
engl310_01_synth_base,uh,154.604,154.865,0.261,165.175,74.372,
engl310_01_synth_base,np,154.865,156.085,1.219,165.175,73.595,
engl310_01_synth_base,sil,156.085,156.232,0.148,165.175,35.082,
engl310_01_synth_base,uh,156.232,156.490,0.257,165.175,69.827,
engl310_01_synth_base,np,156.490,157.676,1.187,165.175,74.887,
engl310_01_synth_base,sil,157.676,158.231,0.554,165.175,26.157,
engl310_01_synth_base,np,158.231,158.613,0.382,165.175,70.272,
engl310_01_synth_base,sil,158.613,158.856,0.243,165.175,27.642,
engl310_01_synth_base,np,158.856,161.126,2.270,165.175,78.522,
engl310_01_synth_base,sil,161.126,161.681,0.554,165.175,27.659,
engl310_01_synth_base,in,161.681,162.105,0.424,165.175,42.434,
engl310_01_synth_base,np,162.105,165.175,3.071,165.175,78.341,
engl310_07_original,pau,0,0.809,0.809,218.000,35.618,
engl310_07_original,np,0.809,1.376,0.567,218.000,72.866,
engl310_07_original,pau,1.376,1.611,0.235,218.000,46.484,
engl310_07_original,np,1.611,2.132,0.521,218.000,78.954,
engl310_07_original,pau,2.132,2.226,0.094,218.000,45.581,
engl310_07_original,uh,2.226,2.427,0.202,218.000,70.886,
engl310_07_original,pau,2.427,2.459,0.032,218.000,45.864,
engl310_07_original,np,2.459,2.715,0.255,218.000,73.755,
engl310_07_original,pau,2.715,2.785,0.070,218.000,50.734,
engl310_07_original,np,2.785,3.548,0.763,218.000,75.110,
engl310_07_original,pau,3.548,4.256,0.709,218.000,43.838,
engl310_07_original,cl,4.256,4.319,0.063,218.000,51.262,
engl310_07_original,pau,4.319,4.372,0.052,218.000,47.953,
engl310_07_original,np,4.372,4.779,0.407,218.000,70.769,
engl310_07_original,pau,4.779,4.858,0.079,218.000,44.043,
engl310_07_original,np,4.858,5.741,0.883,218.000,76.006,
engl310_07_original,pau,5.741,5.825,0.085,218.000,50.117,
engl310_07_original,np,5.825,6.569,0.744,218.000,74.117,
engl310_07_original,pauin,6.569,6.860,0.290,218.000,48.843,
engl310_07_original,pau,6.860,6.931,0.072,218.000,40.982,
engl310_07_original,uh,6.931,7.361,0.429,218.000,73.655,
engl310_07_original,other: glottal activity,7.361,7.527,0.167,218.000,52.926,
engl310_07_original,pau,7.527,7.957,0.430,218.000,37.602,
engl310_07_original,other: glottal activity,7.957,8.052,0.095,218.000,56.062,
engl310_07_original,pau,8.052,8.272,0.219,218.000,37.881,
engl310_07_original,np,8.272,9.408,1.136,218.000,73.037,
engl310_07_original,ex,9.408,9.962,0.555,218.000,45.330,
engl310_07_original,pau,9.962,11.066,1.104,218.000,43.305,
engl310_07_original,cl,11.066,11.156,0.090,218.000,62.284,
engl310_07_original,pau,11.156,11.181,0.025,218.000,46.637,
engl310_07_original,in,11.181,11.635,0.454,218.000,50.810,
engl310_07_original,pau,11.635,11.696,0.061,218.000,41.988,
engl310_07_original,other: glottal pulse,11.696,11.716,0.020,218.000,60.271,
engl310_07_original,pau,11.716,11.746,0.029,218.000,42.371,
engl310_07_original,uh,11.746,12.185,0.439,218.000,71.600,
engl310_07_original,pau,12.185,12.247,0.062,218.000,39.554,
engl310_07_original,in,12.247,12.605,0.357,218.000,42.214,
engl310_07_original,pau,12.605,12.698,0.093,218.000,38.782,
engl310_07_original,uh,12.698,12.860,0.162,218.000,65.646,
engl310_07_original,pau,12.860,12.896,0.036,218.000,42.528,
engl310_07_original,np,12.896,13.487,0.590,218.000,78.046,
engl310_07_original,ex,13.487,13.656,0.169,218.000,63.055,
engl310_07_original,other: glottal pulse,13.656,13.695,0.039,218.000,61.031,
engl310_07_original,pau,13.695,13.763,0.068,218.000,42.113,
engl310_07_original,uh,13.763,14.017,0.254,218.000,74.431,
engl310_07_original,np,14.017,15.563,1.546,218.000,71.277,
engl310_07_original,ex,15.563,15.654,0.090,218.000,60.650,
engl310_07_original,pau,15.654,15.823,0.170,218.000,48.131,
engl310_07_original,other: thorat clear,15.823,16.289,0.466,218.000,69.805,
engl310_07_original,pau,16.289,16.387,0.098,218.000,37.404,
engl310_07_original,cl,16.387,16.428,0.042,218.000,50.569,
engl310_07_original,pau,16.428,16.475,0.047,218.000,46.475,
engl310_07_original,in,16.475,16.973,0.498,218.000,51.467,
engl310_07_original,pau,16.973,17.027,0.054,218.000,42.285,
engl310_07_original,other: glottal pulse,17.027,17.049,0.022,218.000,55.815,
engl310_07_original,pau,17.049,17.090,0.041,218.000,41.895,
engl310_07_original,uh,17.090,17.508,0.418,218.000,74.554,
engl310_07_original,pau,17.508,17.565,0.056,218.000,43.465,
engl310_07_original,np,17.565,18.983,1.419,218.000,75.144,
engl310_07_original,ex,18.983,19.106,0.123,218.000,50.742,
engl310_07_original,pau,19.106,19.320,0.214,218.000,42.210,
engl310_07_original,in,19.320,19.576,0.255,218.000,46.879,
engl310_07_original,pau,19.576,19.635,0.060,218.000,40.234,
engl310_07_original,np,19.635,20.923,1.288,218.000,79.224,
engl310_07_original,uh,20.923,21.138,0.215,218.000,79.141,
engl310_07_original,pau,21.138,21.186,0.048,218.000,48.269,
engl310_07_original,in,21.186,21.541,0.355,218.000,48.441,
engl310_07_original,pau,21.541,21.594,0.054,218.000,40.315,
engl310_07_original,np,21.594,22.228,0.634,218.000,76.077,
engl310_07_original,ex,22.228,22.396,0.168,218.000,47.870,
engl310_07_original,pau,22.396,22.597,0.201,218.000,37.288,
engl310_07_original,np,22.597,23.115,0.517,218.000,78.184,
engl310_07_original,ex,23.115,23.225,0.110,218.000,47.852,
engl310_07_original,other: glottal pulse,23.225,23.252,0.027,218.000,58.638,
engl310_07_original,pau,23.252,23.306,0.054,218.000,44.509,
engl310_07_original,np,23.306,24.894,1.588,218.000,75.165,
engl310_07_original,pau,24.894,24.949,0.055,218.000,45.680,
engl310_07_original,in,24.949,25.455,0.506,218.000,50.536,
engl310_07_original,pau,25.455,25.494,0.038,218.000,44.891,
engl310_07_original,uh,25.494,25.900,0.406,218.000,78.544,
engl310_07_original,pau,25.900,26.193,0.293,218.000,43.685,
engl310_07_original,np,26.193,26.764,0.571,218.000,78.735,
engl310_07_original,pau,26.764,27.568,0.804,218.000,43.345,
engl310_07_original,np,27.568,29.841,2.273,218.000,76.852,
engl310_07_original,pau,29.841,31.139,1.298,218.000,54.942,
engl310_07_original,uh,31.139,31.364,0.225,218.000,75.454,
engl310_07_original,np,31.364,32.161,0.797,218.000,75.708,
engl310_07_original,pau,32.161,32.215,0.054,218.000,43.485,
engl310_07_original,in,32.215,32.577,0.362,218.000,44.750,
engl310_07_original,pau,32.577,32.634,0.057,218.000,38.897,
engl310_07_original,np,32.634,33.462,0.828,218.000,70.429,
engl310_07_original,pau,33.462,33.539,0.077,218.000,44.589,
engl310_07_original,uh,33.539,33.855,0.316,218.000,69.986,
engl310_07_original,pau,33.855,33.897,0.042,218.000,46.339,
engl310_07_original,in,33.897,34.287,0.390,218.000,43.830,
engl310_07_original,pau,34.287,34.351,0.063,218.000,39.825,
engl310_07_original,np,34.351,34.851,0.500,218.000,75.154,
engl310_07_original,uh,34.851,35.386,0.536,218.000,76.899,
engl310_07_original,pau,35.386,35.458,0.072,218.000,43.017,
engl310_07_original,uh,35.458,35.850,0.392,218.000,71.087,
engl310_07_original,np,35.850,36.790,0.940,218.000,75.962,
engl310_07_original,pau,36.790,37.127,0.337,218.000,42.056,
engl310_07_original,other: glottal pulse,37.127,37.147,0.019,218.000,56.421,
engl310_07_original,pau,37.147,37.227,0.080,218.000,41.458,
engl310_07_original,np,37.227,38.075,0.848,218.000,77.549,
engl310_07_original,pau,38.075,38.128,0.053,218.000,45.682,
engl310_07_original,np,38.128,38.618,0.491,218.000,72.161,
engl310_07_original,pau,38.618,38.799,0.181,218.000,46.740,
engl310_07_original,np,38.799,40.984,2.184,218.000,75.627,
engl310_07_original,pau,40.984,41.143,0.159,218.000,40.574,
engl310_07_original,in,41.143,41.644,0.500,218.000,49.788,
engl310_07_original,pau,41.644,41.822,0.178,218.000,39.103,
engl310_07_original,in,41.822,42.016,0.194,218.000,44.194,
engl310_07_original,pau,42.016,42.095,0.079,218.000,38.066,
engl310_07_original,uh,42.095,42.432,0.337,218.000,73.122,
engl310_07_original,pau,42.432,42.502,0.070,218.000,45.871,
engl310_07_original,np,42.502,43.028,0.526,218.000,81.414,
engl310_07_original,pau,43.028,43.255,0.227,218.000,48.512,
engl310_07_original,np,43.255,44.177,0.923,218.000,79.011,
engl310_07_original,pau,44.177,44.267,0.090,218.000,48.712,
engl310_07_original,np,44.267,46.992,2.725,218.000,77.919,
engl310_07_original,pau,46.992,47.102,0.110,218.000,48.026,
engl310_07_original,uh,47.102,47.390,0.288,218.000,75.897,
engl310_07_original,in,47.390,47.833,0.444,218.000,50.132,
engl310_07_original,other: glottal pulse,47.833,47.857,0.024,218.000,56.708,
engl310_07_original,pau,47.857,47.940,0.083,218.000,39.960,
engl310_07_original,np,47.940,48.658,0.718,218.000,76.909,
engl310_07_original,pau,48.658,49.277,0.619,218.000,39.062,
engl310_07_original,np,49.277,51.840,2.563,218.000,75.653,
engl310_07_original,pau,51.840,51.972,0.132,218.000,43.632,
engl310_07_original,in,51.972,52.354,0.383,218.000,47.801,
engl310_07_original,pau,52.354,52.403,0.049,218.000,38.417,
engl310_07_original,uh,52.403,52.750,0.346,218.000,71.572,
engl310_07_original,np,52.750,53.607,0.857,218.000,73.885,
engl310_07_original,pau,53.607,53.871,0.264,218.000,44.631,
engl310_07_original,uh,53.871,54.168,0.298,218.000,72.952,
engl310_07_original,uh,54.168,54.390,0.222,218.000,68.684,
engl310_07_original,np,54.390,55.639,1.249,218.000,74.656,
engl310_07_original,pau,55.639,57.183,1.544,218.000,41.857,
engl310_07_original,cl,57.183,57.225,0.042,218.000,54.315,
engl310_07_original,np,57.225,57.620,0.395,218.000,80.529,
engl310_07_original,pau,57.620,57.738,0.117,218.000,52.076,
engl310_07_original,uh,57.738,57.988,0.251,218.000,79.458,
engl310_07_original,pau,57.988,58.017,0.029,218.000,52.844,
engl310_07_original,in,58.017,58.375,0.358,218.000,51.304,
engl310_07_original,pau,58.375,58.430,0.055,218.000,41.524,
engl310_07_original,um,58.430,58.998,0.568,218.000,74.809,
engl310_07_original,pau,58.998,59.083,0.085,218.000,46.858,
engl310_07_original,in,59.083,59.322,0.239,218.000,44.170,
engl310_07_original,pau,59.322,59.369,0.047,218.000,40.711,
engl310_07_original,cl,59.369,59.382,0.012,218.000,52.539,
engl310_07_original,pau,59.382,59.435,0.053,218.000,45.285,
engl310_07_original,np,59.435,60.565,1.130,218.000,75.158,
engl310_07_original,pau,60.565,60.600,0.035,218.000,50.757,
engl310_07_original,in,60.600,60.751,0.151,218.000,46.166,
engl310_07_original,pau,60.751,60.821,0.070,218.000,38.087,
engl310_07_original,np,60.821,62.695,1.874,218.000,75.045,
engl310_07_original,ex,62.695,62.745,0.050,218.000,54.022,
engl310_07_original,pau,62.745,62.818,0.073,218.000,41.000,
engl310_07_original,in,62.818,63.113,0.295,218.000,47.353,
engl310_07_original,pau,63.113,63.155,0.042,218.000,39.135,
engl310_07_original,uh,63.155,63.503,0.347,218.000,73.582,
engl310_07_original,pau,63.503,63.544,0.041,218.000,48.412,
engl310_07_original,np,63.544,64.518,0.974,218.000,77.421,
engl310_07_original,uh,64.518,64.722,0.203,218.000,77.621,
engl310_07_original,np,64.722,65.989,1.268,218.000,73.104,
engl310_07_original,pau,65.989,66.039,0.050,218.000,56.297,
engl310_07_original,in,66.039,66.294,0.254,218.000,45.506,
engl310_07_original,pau,66.294,66.418,0.125,218.000,33.379,
engl310_07_original,np,66.418,67.417,0.999,218.000,78.609,
engl310_07_original,pau,67.417,67.564,0.147,218.000,45.114,
engl310_07_original,np,67.564,70.472,2.907,218.000,67.671,
engl310_07_original,pau,70.472,70.919,0.447,218.000,52.084,
engl310_07_original,np,70.919,71.423,0.504,218.000,71.901,
engl310_07_original,pau,71.423,71.849,0.425,218.000,58.509,
engl310_07_original,in,71.849,72.274,0.426,218.000,51.736,
engl310_07_original,pau,72.274,72.481,0.207,218.000,53.330,
engl310_07_original,uh,72.481,72.855,0.373,218.000,78.309,
engl310_07_original,pau,72.855,72.885,0.031,218.000,50.205,
engl310_07_original,in,72.885,73.218,0.332,218.000,48.952,
engl310_07_original,pau,73.218,73.274,0.056,218.000,39.604,
engl310_07_original,uh,73.274,73.692,0.418,218.000,75.027,
engl310_07_original,pau,73.692,73.985,0.294,218.000,39.305,
engl310_07_original,other: glottal activity,73.985,74.252,0.267,218.000,60.648,
engl310_07_original,np,74.252,75.426,1.173,218.000,75.096,
engl310_07_original,uh,75.426,75.642,0.216,218.000,75.309,
engl310_07_original,np,75.642,76.565,0.923,218.000,74.685,
engl310_07_original,pau,76.565,76.734,0.169,218.000,43.498,
engl310_07_original,other: glottal pulse,76.734,76.753,0.019,218.000,49.661,
engl310_07_original,pau,76.753,76.985,0.232,218.000,38.751,
engl310_07_original,np,76.985,79.181,2.196,218.000,74.928,
engl310_07_original,ex,79.181,79.399,0.218,218.000,49.747,
engl310_07_original,pau,79.399,80.367,0.967,218.000,45.003,
engl310_07_original,cl,80.367,80.418,0.052,218.000,60.838,
engl310_07_original,pau,80.418,80.457,0.039,218.000,53.041,
engl310_07_original,other: glottal activity,80.457,80.504,0.047,218.000,54.783,
engl310_07_original,pau,80.504,80.536,0.032,218.000,39.835,
engl310_07_original,uh,80.536,80.741,0.205,218.000,81.938,
engl310_07_original,pau,80.741,80.761,0.020,218.000,54.899,
engl310_07_original,in,80.761,80.998,0.238,218.000,56.206,
engl310_07_original,pau,80.998,81.022,0.023,218.000,45.834,
engl310_07_original,np,81.022,81.636,0.615,218.000,78.914,
engl310_07_original,pau,81.636,81.925,0.288,218.000,51.168,
engl310_07_original,np,81.925,82.675,0.750,218.000,80.502,
engl310_07_original,pau,82.675,82.746,0.071,218.000,52.592,
engl310_07_original,in,82.746,82.953,0.207,218.000,46.623,
engl310_07_original,pau,82.953,83.037,0.084,218.000,40.286,
