"file","segment","start","end","dur","filedur","mean_intensity","condition"
"engl310_01_synth_base","sil",66.904,67.312,0.408,165.175,38.933,"synth"
"engl310_01_synth_base","uh",67.312,67.658,0.345,165.175,71.272,"synth"
"engl310_01_synth_base","in",69.059,69.399,0.341,165.175,44.685,"synth"
"engl310_01_synth_base","uh",69.399,69.783,0.384,165.175,75.217,"synth"
"engl310_01_synth_base","uh",70.37,70.698,0.328,165.175,79.069,"synth"
"engl310_01_synth_base","in",70.698,70.983,0.285,165.175,41.768,"synth"
"engl310_01_synth_base","sil",70.983,71.072,0.089,165.175,38.205,"synth"
"engl310_01_synth_base","in",72.146,72.374,0.228,165.175,43.814,"synth"
"engl310_01_synth_base","uh",72.772,73.253,0.48,165.175,76.977,"synth"
"engl310_01_synth_base","sil",75.695,75.845,0.15,165.175,21.015,"synth"
"engl310_01_synth_base","sil",76.118,76.861,0.743,165.175,21.241,"synth"
"engl310_01_synth_base","in",77.361,77.607,0.246,165.175,32.338,"synth"
"engl310_01_synth_base","uh",77.607,77.814,0.207,165.175,71.764,"synth"
"engl310_01_synth_base","uh",78.316,78.78,0.464,165.175,77.272,"synth"
"engl310_01_synth_base","sil",78.78,78.932,0.152,165.175,32.922,"synth"
"engl310_01_synth_base","in",85.663,85.907,0.244,165.175,34.105,"synth"
"engl310_01_synth_base","sil",87.161,87.398,0.237,165.175,28.809,"synth"
"engl310_01_synth_base","sil",87.937,88.941,1.004,165.175,28.251,"synth"
"engl310_01_synth_base","cl",88.941,89.043,0.101,165.175,54.502,"synth"
"engl310_01_synth_base","in",89.043,89.313,0.27,165.175,45.453,"synth"
"engl310_01_synth_base","in",90.548,90.73,0.183,165.175,38.33,"synth"
"engl310_01_synth_base","sil",90.73,90.783,0.052,165.175,27.86,"synth"
"engl310_01_synth_base","in",91.751,91.947,0.196,165.175,40.334,"synth"
"engl310_01_synth_base","sil",95.218,95.329,0.111,165.175,32.793,"synth"
"engl310_01_synth_base","sil",95.998,96.855,0.857,165.175,28.998,"synth"
"engl310_01_synth_base","cl",96.855,96.959,0.104,165.175,55.933,"synth"
"engl310_01_synth_base","uh",96.959,97.264,0.304,165.175,79.746,"synth"
"engl310_01_synth_base","in",98.623,98.862,0.239,165.175,48.691,"synth"
"engl310_01_synth_base","uh",98.862,99.112,0.25,165.175,78.263,"synth"
"engl310_01_synth_base","in",99.627,99.925,0.298,165.175,46.634,"synth"
"engl310_01_synth_base","uh",99.925,100.451,0.526,165.175,77.854,"synth"
"engl310_01_synth_base","sil",100.451,100.803,0.352,165.175,30.874,"synth"
"engl310_01_synth_base","in",101.725,102.018,0.293,165.175,48.203,"synth"
"engl310_01_synth_base","in",103.119,103.408,0.289,165.175,36.119,"synth"
"engl310_01_synth_base","uh",103.408,103.669,0.261,165.175,75.129,"synth"
"engl310_01_synth_base","sil",104.967,105.114,0.148,165.175,38.415,"synth"
"engl310_01_synth_base","sil",105.64,105.775,0.135,165.175,32.909,"synth"
"engl310_01_synth_base","in",105.775,106.125,0.35,165.175,39.584,"synth"
"engl310_01_synth_base","uh",108.214,108.469,0.254,165.175,77.935,"synth"
"engl310_01_synth_base","in",109.331,109.59,0.258,165.175,38.107,"synth"
"engl310_01_synth_base","uh",109.59,109.903,0.313,165.175,76.715,"synth"
"engl310_01_synth_base","in",110.446,110.676,0.23,165.175,35.769,"synth"
"engl310_01_synth_base","um",110.676,111.022,0.346,165.175,77.189,"synth"
"engl310_01_synth_base","uh",111.022,111.368,0.346,165.175,74.454,"synth"
"engl310_01_synth_base","in",113.105,113.327,0.222,165.175,41.437,"synth"
"engl310_01_synth_base","uh",113.327,113.683,0.356,165.175,77.432,"synth"
"engl310_01_synth_base","in",113.683,113.959,0.276,165.175,41.933,"synth"
"engl310_01_synth_base","uh",113.959,114.389,0.43,165.175,74.511,"synth"
"engl310_01_synth_base","sil",114.389,114.578,0.189,165.175,36.446,"synth"
"engl310_01_synth_base","in",115.481,115.711,0.23,165.175,39.709,"synth"
"engl310_01_synth_base","um",115.711,116.131,0.42,165.175,75.461,"synth"
"engl310_01_synth_base","in",119.436,119.612,0.176,165.175,38.23,"synth"
"engl310_01_synth_base","in",120.451,120.72,0.27,165.175,42.657,"synth"
"engl310_01_synth_base","uh",120.72,121.033,0.313,165.175,77.209,"synth"
"engl310_01_synth_base","in",121.481,121.729,0.248,165.175,43.546,"synth"
"engl310_01_synth_base","uh",121.729,122.047,0.318,165.175,78.429,"synth"
"engl310_01_synth_base","sil",123.34,123.47,0.13,165.175,30.173,"synth"
"engl310_01_synth_base","sil",124.323,124.444,0.122,165.175,42.477,"synth"
"engl310_01_synth_base","in",125.082,125.306,0.224,165.175,44.002,"synth"
"engl310_01_synth_base","in",127.207,127.483,0.276,165.175,49.135,"synth"
"engl310_01_synth_base","uh",127.483,127.885,0.402,165.175,80.008,"synth"
"engl310_01_synth_base","o",127.885,128.087,0.202,165.175,50.422,"synth"
"engl310_01_synth_base","in",128.087,128.366,0.278,165.175,31.709,"synth"
"engl310_01_synth_base","sil",128.366,128.444,0.078,165.175,29.632,"synth"
"engl310_01_synth_base","sil",130.191,130.314,0.124,165.175,32.526,"synth"
"engl310_01_synth_base","uh",130.314,130.606,0.291,165.175,78.156,"synth"
"engl310_01_synth_base","in",131.953,132.214,0.261,165.175,50.781,"synth"
"engl310_01_synth_base","uh",132.214,132.568,0.354,165.175,80.149,"synth"
"engl310_01_synth_base","in",132.998,133.218,0.22,165.175,39.428,"synth"
"engl310_01_synth_base","sil",133.218,133.29,0.072,165.175,29.887,"synth"
"engl310_01_synth_base","in",134.543,134.836,0.293,165.175,41.453,"synth"
"engl310_01_synth_base","uh",134.836,135.156,0.32,165.175,76.275,"synth"
"engl310_01_synth_base","sil",135.694,135.815,0.122,165.175,23.752,"synth"
"engl310_01_synth_base","uh",136.811,137.095,0.285,165.175,69.197,"synth"
"engl310_01_synth_base","sil",137.883,138.137,0.254,165.175,24.286,"synth"
"engl310_01_synth_base","sil",140.389,141.322,0.933,165.175,20.338,"synth"
"engl310_01_synth_base","cl",141.322,141.422,0.1,165.175,46.899,"synth"
"engl310_01_synth_base","uh",141.422,141.792,0.369,165.175,66.953,"synth"
"engl310_01_synth_base","in",141.792,142.068,0.276,165.175,39.263,"synth"
"engl310_01_synth_base","in",142.354,142.615,0.261,165.175,43.355,"synth"
"engl310_01_synth_base","uh",142.615,142.928,0.313,165.175,72.034,"synth"
"engl310_01_synth_base","in",144.037,144.303,0.266,165.175,36.252,"synth"
"engl310_01_synth_base","in",144.303,144.544,0.241,165.175,44.446,"synth"
"engl310_01_synth_base","in",145.307,145.557,0.25,165.175,45.517,"synth"
"engl310_01_synth_base","uh",145.557,145.996,0.439,165.175,79.211,"synth"
"engl310_01_synth_base","in",146.627,146.905,0.278,165.175,41.593,"synth"
"engl310_01_synth_base","uh",146.905,147.341,0.437,165.175,76.153,"synth"
"engl310_01_synth_base","sil",147.341,147.424,0.083,165.175,33.938,"synth"
"engl310_01_synth_base","in",148.448,148.743,0.296,165.175,48.287,"synth"
"engl310_01_synth_base","in",151.629,152.151,0.522,165.175,38.214,"synth"
"engl310_01_synth_base","sil",152.151,152.335,0.185,165.175,30.354,"synth"
"engl310_01_synth_base","ex",153.107,153.431,0.324,165.175,39.296,"synth"
"engl310_01_synth_base","sil",153.431,154.337,0.906,165.175,34.007,"synth"
"engl310_01_synth_base","cl",154.337,154.428,0.091,165.175,48.927,"synth"
"engl310_01_synth_base","in",154.428,154.604,0.176,165.175,47.467,"synth"
"engl310_01_synth_base","uh",154.604,154.865,0.261,165.175,74.372,"synth"
"engl310_01_synth_base","sil",156.085,156.232,0.148,165.175,35.082,"synth"
"engl310_01_synth_base","uh",156.232,156.49,0.257,165.175,69.827,"synth"
"engl310_01_synth_base","sil",157.676,158.231,0.554,165.175,26.157,"synth"
"engl310_01_synth_base","sil",158.613,158.856,0.243,165.175,27.642,"synth"
"engl310_01_synth_base","sil",161.126,161.681,0.554,165.175,27.659,"synth"
"engl310_01_synth_base","in",161.681,162.105,0.424,165.175,42.434,"synth"
"engl310_07_original","sil",0,0.809,0.809,218,35.618,"orig"
"engl310_07_original","sil",1.376,1.611,0.235,218,46.484,"orig"
"engl310_07_original","sil",2.132,2.226,0.094,218,45.581,"orig"
"engl310_07_original","uh",2.226,2.427,0.202,218,70.886,"orig"
"engl310_07_original","sil",2.427,2.459,0.032,218,45.864,"orig"
"engl310_07_original","sil",2.715,2.785,0.07,218,50.734,"orig"
"engl310_07_original","sil",3.548,4.256,0.709,218,43.838,"orig"
"engl310_07_original","cl",4.256,4.319,0.063,218,51.262,"orig"
"engl310_07_original","sil",4.319,4.372,0.052,218,47.953,"orig"
"engl310_07_original","sil",4.779,4.858,0.079,218,44.043,"orig"
"engl310_07_original","sil",5.741,5.825,0.085,218,50.117,"orig"
"engl310_07_original","sil",6.569,6.86,0.29,218,48.843,"orig"
"engl310_07_original","sil",6.86,6.931,0.072,218,40.982,"orig"
"engl310_07_original","uh",6.931,7.361,0.429,218,73.655,"orig"
"engl310_07_original","o",7.361,7.527,0.167,218,52.926,"orig"
"engl310_07_original","sil",7.527,7.957,0.43,218,37.602,"orig"
"engl310_07_original","o",7.957,8.052,0.095,218,56.062,"orig"
"engl310_07_original","sil",8.052,8.272,0.219,218,37.881,"orig"
"engl310_07_original","ex",9.408,9.962,0.555,218,45.33,"orig"
"engl310_07_original","sil",9.962,11.066,1.104,218,43.305,"orig"
"engl310_07_original","cl",11.066,11.156,0.09,218,62.284,"orig"
"engl310_07_original","sil",11.156,11.181,0.025,218,46.637,"orig"
"engl310_07_original","in",11.181,11.635,0.454,218,50.81,"orig"
"engl310_07_original","sil",11.635,11.696,0.061,218,41.988,"orig"
"engl310_07_original","o",11.696,11.716,0.02,218,60.271,"orig"
"engl310_07_original","sil",11.716,11.746,0.029,218,42.371,"orig"
"engl310_07_original","uh",11.746,12.185,0.439,218,71.6,"orig"
"engl310_07_original","sil",12.185,12.247,0.062,218,39.554,"orig"
"engl310_07_original","in",12.247,12.605,0.357,218,42.214,"orig"
"engl310_07_original","sil",12.605,12.698,0.093,218,38.782,"orig"
"engl310_07_original","uh",12.698,12.86,0.162,218,65.646,"orig"
"engl310_07_original","sil",12.86,12.896,0.036,218,42.528,"orig"
"engl310_07_original","ex",13.487,13.656,0.169,218,63.055,"orig"
"engl310_07_original","o",13.656,13.695,0.039,218,61.031,"orig"
"engl310_07_original","sil",13.695,13.763,0.068,218,42.113,"orig"
"engl310_07_original","uh",13.763,14.017,0.254,218,74.431,"orig"
"engl310_07_original","ex",15.563,15.654,0.09,218,60.65,"orig"
"engl310_07_original","sil",15.654,15.823,0.17,218,48.131,"orig"
"engl310_07_original","o",15.823,16.289,0.466,218,69.805,"orig"
"engl310_07_original","sil",16.289,16.387,0.098,218,37.404,"orig"
"engl310_07_original","cl",16.387,16.428,0.042,218,50.569,"orig"
"engl310_07_original","sil",16.428,16.475,0.047,218,46.475,"orig"
"engl310_07_original","in",16.475,16.973,0.498,218,51.467,"orig"
"engl310_07_original","sil",16.973,17.027,0.054,218,42.285,"orig"
"engl310_07_original","o",17.027,17.049,0.022,218,55.815,"orig"
"engl310_07_original","sil",17.049,17.09,0.041,218,41.895,"orig"
"engl310_07_original","uh",17.09,17.508,0.418,218,74.554,"orig"
"engl310_07_original","sil",17.508,17.565,0.056,218,43.465,"orig"
"engl310_07_original","ex",18.983,19.106,0.123,218,50.742,"orig"
"engl310_07_original","sil",19.106,19.32,0.214,218,42.21,"orig"
"engl310_07_original","in",19.32,19.576,0.255,218,46.879,"orig"
"engl310_07_original","sil",19.576,19.635,0.06,218,40.234,"orig"
"engl310_07_original","uh",20.923,21.138,0.215,218,79.141,"orig"
"engl310_07_original","sil",21.138,21.186,0.048,218,48.269,"orig"
"engl310_07_original","in",21.186,21.541,0.355,218,48.441,"orig"
"engl310_07_original","sil",21.541,21.594,0.054,218,40.315,"orig"
"engl310_07_original","ex",22.228,22.396,0.168,218,47.87,"orig"
"engl310_07_original","sil",22.396,22.597,0.201,218,37.288,"orig"
"engl310_07_original","ex",23.115,23.225,0.11,218,47.852,"orig"
"engl310_07_original","o",23.225,23.252,0.027,218,58.638,"orig"
"engl310_07_original","sil",23.252,23.306,0.054,218,44.509,"orig"
"engl310_07_original","sil",24.894,24.949,0.055,218,45.68,"orig"
"engl310_07_original","in",24.949,25.455,0.506,218,50.536,"orig"
"engl310_07_original","sil",25.455,25.494,0.038,218,44.891,"orig"
"engl310_07_original","uh",25.494,25.9,0.406,218,78.544,"orig"
"engl310_07_original","sil",25.9,26.193,0.293,218,43.685,"orig"
"engl310_07_original","sil",26.764,27.568,0.804,218,43.345,"orig"
"engl310_07_original","sil",29.841,31.139,1.298,218,54.942,"orig"
"engl310_07_original","uh",31.139,31.364,0.225,218,75.454,"orig"
"engl310_07_original","sil",32.161,32.215,0.054,218,43.485,"orig"
"engl310_07_original","in",32.215,32.577,0.362,218,44.75,"orig"
"engl310_07_original","sil",32.577,32.634,0.057,218,38.897,"orig"
"engl310_07_original","sil",33.462,33.539,0.077,218,44.589,"orig"
"engl310_07_original","uh",33.539,33.855,0.316,218,69.986,"orig"
"engl310_07_original","sil",33.855,33.897,0.042,218,46.339,"orig"
"engl310_07_original","in",33.897,34.287,0.39,218,43.83,"orig"
"engl310_07_original","sil",34.287,34.351,0.063,218,39.825,"orig"
"engl310_07_original","uh",34.851,35.386,0.536,218,76.899,"orig"
"engl310_07_original","sil",35.386,35.458,0.072,218,43.017,"orig"
"engl310_07_original","uh",35.458,35.85,0.392,218,71.087,"orig"
"engl310_07_original","sil",36.79,37.127,0.337,218,42.056,"orig"
"engl310_07_original","o",37.127,37.147,0.019,218,56.421,"orig"
"engl310_07_original","sil",37.147,37.227,0.08,218,41.458,"orig"
"engl310_07_original","sil",38.075,38.128,0.053,218,45.682,"orig"
"engl310_07_original","sil",38.618,38.799,0.181,218,46.74,"orig"
"engl310_07_original","sil",40.984,41.143,0.159,218,40.574,"orig"
"engl310_07_original","in",41.143,41.644,0.5,218,49.788,"orig"
"engl310_07_original","sil",41.644,41.822,0.178,218,39.103,"orig"
"engl310_07_original","in",41.822,42.016,0.194,218,44.194,"orig"
"engl310_07_original","sil",42.016,42.095,0.079,218,38.066,"orig"
"engl310_07_original","uh",42.095,42.432,0.337,218,73.122,"orig"
"engl310_07_original","sil",42.432,42.502,0.07,218,45.871,"orig"
"engl310_07_original","sil",43.028,43.255,0.227,218,48.512,"orig"
"engl310_07_original","sil",44.177,44.267,0.09,218,48.712,"orig"
"engl310_07_original","sil",46.992,47.102,0.11,218,48.026,"orig"
"engl310_07_original","uh",47.102,47.39,0.288,218,75.897,"orig"
"engl310_07_original","in",47.39,47.833,0.444,218,50.132,"orig"
"engl310_07_original","o",47.833,47.857,0.024,218,56.708,"orig"
"engl310_07_original","sil",47.857,47.94,0.083,218,39.96,"orig"
"engl310_07_original","sil",48.658,49.277,0.619,218,39.062,"orig"
"engl310_07_original","sil",51.84,51.972,0.132,218,43.632,"orig"
"engl310_07_original","in",51.972,52.354,0.383,218,47.801,"orig"
"engl310_07_original","sil",52.354,52.403,0.049,218,38.417,"orig"
"engl310_07_original","uh",52.403,52.75,0.346,218,71.572,"orig"
"engl310_07_original","sil",53.607,53.871,0.264,218,44.631,"orig"
"engl310_07_original","uh",53.871,54.168,0.298,218,72.952,"orig"
"engl310_07_original","uh",54.168,54.39,0.222,218,68.684,"orig"
"engl310_07_original","sil",55.639,57.183,1.544,218,41.857,"orig"
"engl310_07_original","cl",57.183,57.225,0.042,218,54.315,"orig"
"engl310_07_original","sil",57.62,57.738,0.117,218,52.076,"orig"
"engl310_07_original","uh",57.738,57.988,0.251,218,79.458,"orig"
"engl310_07_original","sil",57.988,58.017,0.029,218,52.844,"orig"
"engl310_07_original","in",58.017,58.375,0.358,218,51.304,"orig"
"engl310_07_original","sil",58.375,58.43,0.055,218,41.524,"orig"
"engl310_07_original","um",58.43,58.998,0.568,218,74.809,"orig"
"engl310_07_original","sil",58.998,59.083,0.085,218,46.858,"orig"
"engl310_07_original","in",59.083,59.322,0.239,218,44.17,"orig"
"engl310_07_original","sil",59.322,59.369,0.047,218,40.711,"orig"
"engl310_07_original","cl",59.369,59.382,0.012,218,52.539,"orig"
"engl310_07_original","sil",59.382,59.435,0.053,218,45.285,"orig"
"engl310_07_original","sil",60.565,60.6,0.035,218,50.757,"orig"
"engl310_07_original","in",60.6,60.751,0.151,218,46.166,"orig"
"engl310_07_original","sil",60.751,60.821,0.07,218,38.087,"orig"
"engl310_07_original","ex",62.695,62.745,0.05,218,54.022,"orig"
"engl310_07_original","sil",62.745,62.818,0.073,218,41,"orig"
"engl310_07_original","in",62.818,63.113,0.295,218,47.353,"orig"
"engl310_07_original","sil",63.113,63.155,0.042,218,39.135,"orig"
"engl310_07_original","uh",63.155,63.503,0.347,218,73.582,"orig"
"engl310_07_original","sil",63.503,63.544,0.041,218,48.412,"orig"
"engl310_07_original","uh",64.518,64.722,0.203,218,77.621,"orig"
"engl310_07_original","sil",65.989,66.039,0.05,218,56.297,"orig"
"engl310_07_original","in",66.039,66.294,0.254,218,45.506,"orig"
"engl310_07_original","sil",66.294,66.418,0.125,218,33.379,"orig"
"engl310_07_original","sil",67.417,67.564,0.147,218,45.114,"orig"
"engl310_07_original","sil",70.472,70.919,0.447,218,52.084,"orig"
"engl310_07_original","sil",71.423,71.849,0.425,218,58.509,"orig"
"engl310_07_original","in",71.849,72.274,0.426,218,51.736,"orig"
"engl310_07_original","sil",72.274,72.481,0.207,218,53.33,"orig"
"engl310_07_original","uh",72.481,72.855,0.373,218,78.309,"orig"
"engl310_07_original","sil",72.855,72.885,0.031,218,50.205,"orig"
"engl310_07_original","in",72.885,73.218,0.332,218,48.952,"orig"
"engl310_07_original","sil",73.218,73.274,0.056,218,39.604,"orig"
"engl310_07_original","uh",73.274,73.692,0.418,218,75.027,"orig"
"engl310_07_original","sil",73.692,73.985,0.294,218,39.305,"orig"
"engl310_07_original","o",73.985,74.252,0.267,218,60.648,"orig"
"engl310_07_original","uh",75.426,75.642,0.216,218,75.309,"orig"
"engl310_07_original","sil",76.565,76.734,0.169,218,43.498,"orig"
"engl310_07_original","o",76.734,76.753,0.019,218,49.661,"orig"
"engl310_07_original","sil",76.753,76.985,0.232,218,38.751,"orig"
"engl310_07_original","ex",79.181,79.399,0.218,218,49.747,"orig"
"engl310_07_original","sil",79.399,80.367,0.967,218,45.003,"orig"
"engl310_07_original","cl",80.367,80.418,0.052,218,60.838,"orig"
"engl310_07_original","sil",80.418,80.457,0.039,218,53.041,"orig"
"engl310_07_original","o",80.457,80.504,0.047,218,54.783,"orig"
"engl310_07_original","sil",80.504,80.536,0.032,218,39.835,"orig"
"engl310_07_original","uh",80.536,80.741,0.205,218,81.938,"orig"
"engl310_07_original","sil",80.741,80.761,0.02,218,54.899,"orig"
"engl310_07_original","in",80.761,80.998,0.238,218,56.206,"orig"
"engl310_07_original","sil",80.998,81.022,0.023,218,45.834,"orig"
"engl310_07_original","sil",81.636,81.925,0.288,218,51.168,"orig"
"engl310_07_original","sil",82.675,82.746,0.071,218,52.592,"orig"
"engl310_07_original","in",82.746,82.953,0.207,218,46.623,"orig"
"engl310_07_original","sil",82.953,83.037,0.084,218,40.286,"orig"
"engl310_07_original","sil",83.858,84.045,0.186,218,47.45,"orig"
"engl310_07_original","sil",84.924,85.108,0.184,218,38.731,"orig"
"engl310_07_original","ex",85.614,85.845,0.231,218,46.659,"orig"
"engl310_07_original","sil",85.845,85.971,0.125,218,36.704,"orig"
"engl310_07_original","in",85.971,86.418,0.447,218,51.708,"orig"
"engl310_07_original","sil",86.418,86.467,0.049,218,43.948,"orig"
"engl310_07_original","uh",86.467,86.82,0.353,218,77.606,"orig"
"engl310_07_original","sil",87.718,87.769,0.051,218,55.793,"orig"
"engl310_07_original","in",87.769,88.147,0.378,218,43.691,"orig"
"engl310_07_original","sil",88.147,88.373,0.226,218,36.807,"orig"
"engl310_07_original","sil",88.995,89.078,0.083,218,40.376,"orig"
"engl310_07_original","sil",89.646,90.331,0.685,218,43.391,"orig"
"engl310_07_original","in",90.331,90.511,0.18,218,39.822,"orig"
"engl310_07_original","sil",90.511,90.626,0.116,218,36.701,"orig"
"engl310_07_original","sil",91.804,92.039,0.235,218,43.2,"orig"
"engl310_07_original","sil",93.055,93.076,0.021,218,42.67,"orig"
"engl310_07_original","in",93.076,93.377,0.301,218,49.295,"orig"
"engl310_07_original","sil",93.377,93.416,0.04,218,42.728,"orig"
"engl310_07_original","uh",93.416,93.654,0.237,218,80.634,"orig"
"engl310_07_original","sil",93.654,93.699,0.045,218,52.613,"orig"
"engl310_07_original","ex",94.545,94.737,0.192,218,61.518,"orig"
"engl310_07_original","in",94.737,94.965,0.228,218,47.725,"orig"
"engl310_07_original","sil",94.965,94.984,0.019,218,36.603,"orig"
"engl310_07_original","sil",96.409,96.44,0.031,218,60.546,"orig"
"engl310_07_original","in",96.44,96.72,0.28,218,51.261,"orig"
"engl310_07_original","sil",96.72,96.768,0.048,218,42.103,"orig"
"engl310_07_original","uh",96.768,97.084,0.315,218,83.051,"orig"
"engl310_07_original","uh",97.878,98.138,0.259,218,78.765,"orig"
"engl310_07_original","uh",98.789,99.128,0.339,218,76.157,"orig"
"engl310_07_original","sil",99.599,99.665,0.066,218,43.633,"orig"
"engl310_07_original","in",99.665,99.979,0.314,218,48.183,"orig"
"engl310_07_original","sil",99.979,100.1,0.121,218,46.465,"orig"
"engl310_07_original","uh",100.1,100.567,0.467,218,77.568,"orig"
"engl310_07_original","sil",100.567,100.63,0.062,218,51.345,"orig"
"engl310_07_original","um",101.223,101.672,0.449,218,75.55,"orig"
"engl310_07_original","sil",101.672,101.816,0.145,218,40.74,"orig"
"engl310_07_original","sil",102.477,102.509,0.032,218,45.891,"orig"
"engl310_07_original","in",102.509,102.874,0.365,218,48.287,"orig"
"engl310_07_original","sil",102.874,102.941,0.067,218,39.072,"orig"
"engl310_07_original","uh",102.941,103.4,0.46,218,69.712,"orig"
"engl310_07_original","ex",104.385,104.653,0.268,218,54.944,"orig"
"engl310_07_original","ex",105.223,105.351,0.128,218,44.853,"orig"
"engl310_07_original","sil",105.351,106.735,1.384,218,36.565,"orig"
"engl310_07_original","cl",106.735,106.816,0.082,218,57.137,"orig"
"engl310_07_original","sil",106.816,106.862,0.046,218,41.555,"orig"
"engl310_07_original","in",106.862,107.297,0.435,218,51.639,"orig"
"engl310_07_original","sil",107.297,107.351,0.054,218,39.989,"orig"
"engl310_07_original","uh",107.351,107.735,0.385,218,76.092,"orig"
"engl310_07_original","sil",108.119,109.063,0.945,218,37.588,"orig"
"engl310_07_original","sil",111.049,111.078,0.029,218,43.713,"orig"
"engl310_07_original","in",111.078,111.345,0.267,218,44.897,"orig"
"engl310_07_original","sil",111.345,111.384,0.039,218,34.743,"orig"
"engl310_07_original","in",111.384,111.445,0.061,218,39.683,"orig"
"engl310_07_original","uh",112.393,112.683,0.29,218,73.096,"orig"
"engl310_07_original","sil",112.683,112.733,0.05,218,42.907,"orig"
"engl310_07_original","in",112.733,113.101,0.368,218,45.012,"orig"
"engl310_07_original","sil",113.101,113.199,0.098,218,37.077,"orig"
"engl310_07_original","uh",113.199,113.464,0.265,218,70.972,"orig"
"engl310_07_original","ex",114.106,114.303,0.197,218,46.657,"orig"
"engl310_07_original","sil",114.303,114.87,0.566,218,38.31,"orig"
"engl310_07_original","sil",115.382,115.425,0.043,218,45.782,"orig"
"engl310_07_original","in",115.425,115.704,0.28,218,47.007,"orig"
"engl310_07_original","sil",115.704,115.768,0.064,218,40.554,"orig"
"engl310_07_original","uh",115.768,116.054,0.285,218,77.527,"orig"
"engl310_07_original","sil",116.551,117.271,0.72,218,47.06,"orig"
"engl310_07_original","sil",117.667,117.963,0.296,218,42.93,"orig"
"engl310_07_original","in",118.809,119.021,0.212,218,44.882,"orig"
"engl310_07_original","sil",119.021,119.09,0.068,218,35.625,"orig"
"engl310_07_original","ex",119.855,120.077,0.222,218,50.533,"orig"
"engl310_07_original","sil",120.077,120.113,0.037,218,40.228,"orig"
"engl310_07_original","in",120.113,120.396,0.283,218,47.617,"orig"
"engl310_07_original","sil",120.396,120.451,0.055,218,37.572,"orig"
"engl310_07_original","uh",120.451,120.955,0.504,218,77.689,"orig"
"engl310_07_original","ex",122.342,122.401,0.06,218,51.126,"orig"
"engl310_07_original","o",122.401,122.435,0.033,218,56.178,"orig"
"engl310_07_original","sil",122.435,122.458,0.023,218,41.022,"orig"
"engl310_07_original","uh",122.458,122.705,0.247,218,71.641,"orig"
"engl310_07_original","sil",124.632,124.659,0.028,218,49.157,"orig"
"engl310_07_original","in",124.659,124.945,0.286,218,50.825,"orig"
"engl310_07_original","sil",124.945,124.978,0.033,218,34.739,"orig"
"engl310_07_original","sil",125.369,125.465,0.096,218,40.465,"orig"
"engl310_07_original","uh",126.775,127.131,0.356,218,74.844,"orig"
"engl310_07_original","sil",127.956,128.037,0.081,218,42.129,"orig"
"engl310_07_original","uh",128.037,128.595,0.558,218,67.304,"orig"
"engl310_07_original","uh",129.087,129.385,0.298,218,64.98,"orig"
"engl310_07_original","sil",129.913,129.947,0.034,218,44.345,"orig"
"engl310_07_original","in",129.947,130.251,0.304,218,45.986,"orig"
"engl310_07_original","sil",130.251,130.339,0.088,218,35.45,"orig"
"engl310_07_original","uh",130.339,130.824,0.485,218,70.246,"orig"
"engl310_07_original","sil",130.824,130.945,0.121,218,42.11,"orig"
"engl310_07_original","in",132.288,132.523,0.235,218,48.351,"orig"
"engl310_07_original","sil",132.523,132.599,0.076,218,37.159,"orig"
"engl310_07_original","uh",132.599,132.907,0.308,218,71.848,"orig"
"engl310_07_original","sil",133.317,133.396,0.079,218,47.656,"orig"
"engl310_07_original","sil",133.888,133.947,0.059,218,48.489,"orig"
"engl310_07_original","in",133.947,134.034,0.087,218,44.515,"orig"
"engl310_07_original","sil",134.034,134.136,0.102,218,39.33,"orig"
"engl310_07_original","ex",134.698,134.876,0.178,218,47.037,"orig"
"engl310_07_original","sil",134.876,134.926,0.05,218,35.283,"orig"
"engl310_07_original","in",134.926,135.286,0.361,218,40.604,"orig"
"engl310_07_original","sil",135.286,136.026,0.74,218,35.588,"orig"
"engl310_07_original","ex",136.578,136.745,0.168,218,45.26,"orig"
"engl310_07_original","sil",136.745,136.811,0.065,218,41.925,"orig"
"engl310_07_original","ex",137.494,137.557,0.063,218,46.138,"orig"
"engl310_07_original","in",137.557,137.859,0.302,218,48.946,"orig"
"engl310_07_original","sil",137.859,137.909,0.05,218,40.196,"orig"
"engl310_07_original","sil",140.267,140.357,0.09,218,37.343,"orig"
"engl310_07_original","sil",141.233,141.261,0.028,218,49.88,"orig"
"engl310_07_original","in",141.261,141.463,0.202,218,44.942,"orig"
"engl310_07_original","sil",141.463,141.542,0.078,218,34.165,"orig"
"engl310_07_original","sil",142.034,142.072,0.037,218,49.078,"orig"
"engl310_07_original","in",142.072,142.323,0.252,218,44.963,"orig"
"engl310_07_original","sil",142.323,142.408,0.084,218,36.994,"orig"
"engl310_07_original","uh",142.408,142.935,0.528,218,74.081,"orig"
"engl310_07_original","sil",142.935,143.464,0.529,218,39.4,"orig"
"engl310_07_original","sil",143.96,144.23,0.27,218,42.476,"orig"
"engl310_07_original","sil",144.84,145.118,0.277,218,42.054,"orig"
"engl310_07_original","sil",145.79,145.965,0.176,218,43.797,"orig"
"engl310_07_original","o",145.965,146.377,0.411,218,71.113,"orig"
"engl310_07_original","sil",146.377,147.213,0.836,218,41.399,"orig"
"engl310_07_original","cl",147.213,147.271,0.058,218,52.82,"orig"
"engl310_07_original","sil",147.271,147.317,0.046,218,48.029,"orig"
