"file","segment","start","end","dur","filedur","mean_intensity","condition"
"engl310_07_original","in",147.317,147.695,0.378,218,54.189,"orig"
"engl310_07_original","sil",147.695,147.755,0.06,218,41.087,"orig"
"engl310_07_original","uh",147.755,148.143,0.388,218,81.34,"orig"
"engl310_07_original","sil",148.143,148.274,0.132,218,47.665,"orig"
"engl310_07_original","o",148.274,148.568,0.294,218,50.655,"orig"
"engl310_07_original","sil",148.568,149.499,0.931,218,40.691,"orig"
"engl310_07_original","sil",152.573,152.623,0.049,218,47.188,"orig"
"engl310_07_original","sil",153.058,154.205,1.147,218,42.181,"orig"
"engl310_07_original","cl",154.205,154.222,0.018,218,59.063,"orig"
"engl310_07_original","sil",154.222,154.288,0.066,218,49.176,"orig"
"engl310_07_original","uh",154.288,154.533,0.245,218,77.162,"orig"
"engl310_07_original","sil",155.27,155.307,0.037,218,43.369,"orig"
"engl310_07_original","in",155.307,155.546,0.239,218,49.779,"orig"
"engl310_07_original","sil",155.923,155.959,0.037,218,50.596,"orig"
"engl310_07_original","in",155.959,156.211,0.252,218,62.838,"orig"
"engl310_07_original","sil",156.211,156.272,0.061,218,44.96,"orig"
"engl310_07_original","um",156.272,156.744,0.472,218,78.876,"orig"
"engl310_07_original","sil",156.744,156.847,0.103,218,46.946,"orig"
"engl310_07_original","in",156.847,157.101,0.254,218,48.482,"orig"
"engl310_07_original","sil",157.101,157.16,0.059,218,40.199,"orig"
"engl310_07_original","uh",157.16,157.473,0.313,218,73.857,"orig"
"engl310_07_original","uh",157.473,157.746,0.273,218,79.01,"orig"
"engl310_07_original","uh",159.205,159.532,0.327,218,73.996,"orig"
"engl310_07_original","sil",161.271,161.298,0.028,218,48.037,"orig"
"engl310_07_original","in",161.298,161.571,0.272,218,50.325,"orig"
"engl310_07_original","sil",161.571,161.619,0.048,218,41.999,"orig"
"engl310_07_original","uh",161.619,161.84,0.221,218,75.462,"orig"
"engl310_07_original","sil",163.588,163.66,0.072,218,46.321,"orig"
"engl310_07_original","uh",164.159,164.525,0.366,218,73.89,"orig"
"engl310_07_original","uh",164.86,165.024,0.164,218,76.349,"orig"
"engl310_07_original","sil",165.024,165.053,0.029,218,50.505,"orig"
"engl310_07_original","in",165.053,165.366,0.313,218,50.364,"orig"
"engl310_07_original","sil",165.366,165.41,0.044,218,39.08,"orig"
"engl310_07_original","uh",165.41,165.659,0.249,218,76.681,"orig"
"engl310_07_original","sil",166.141,166.18,0.039,218,50.563,"orig"
"engl310_07_original","in",166.18,166.446,0.265,218,48.268,"orig"
"engl310_07_original","sil",166.446,166.519,0.074,218,41.346,"orig"
"engl310_07_original","uh",166.519,167.015,0.496,218,79.076,"orig"
"engl310_07_original","sil",167.015,167.209,0.194,218,44.224,"orig"
"engl310_07_original","ex",167.68,167.984,0.304,218,47.671,"orig"
"engl310_07_original","sil",167.984,168.167,0.183,218,34.441,"orig"
"engl310_07_original","sil",169.409,169.633,0.224,218,44.968,"orig"
"engl310_07_original","in",169.633,169.977,0.344,218,49.525,"orig"
"engl310_07_original","sil",169.977,170.03,0.053,218,41.334,"orig"
"engl310_07_original","uh",170.03,170.285,0.255,218,73.264,"orig"
"engl310_07_original","uh",170.701,171.082,0.381,218,75.888,"orig"
"engl310_07_original","ex",172.034,172.264,0.229,218,45.422,"orig"
"engl310_07_original","sil",172.264,172.35,0.087,218,37,"orig"
"engl310_07_original","in",172.35,172.786,0.435,218,42.451,"orig"
"engl310_07_original","sil",172.786,172.854,0.068,218,35.894,"orig"
"engl310_07_original","uh",172.854,173.334,0.481,218,74.566,"orig"
"engl310_07_original","sil",173.783,173.952,0.169,218,43.096,"orig"
"engl310_07_original","sil",174.399,175.303,0.904,218,41.956,"orig"
"engl310_07_original","um",175.303,175.688,0.385,218,64.683,"orig"
"engl310_07_original","sil",176.798,176.841,0.043,218,50.334,"orig"
"engl310_07_original","in",176.841,177.186,0.345,218,47.34,"orig"
"engl310_07_original","sil",177.186,177.264,0.078,218,37.361,"orig"
"engl310_07_original","um",177.264,177.779,0.515,218,74.376,"orig"
"engl310_07_original","sil",177.779,177.832,0.053,218,41.629,"orig"
"engl310_07_original","in",177.832,178.275,0.442,218,47.896,"orig"
"engl310_07_original","sil",178.275,178.471,0.196,218,38.099,"orig"
"engl310_07_original","o",178.471,179.345,0.874,218,78.354,"orig"
"engl310_07_original","sil",179.807,179.94,0.133,218,44.23,"orig"
"engl310_07_original","sil",181.183,182.703,1.52,218,38.476,"orig"
"engl310_07_original","cl",182.703,182.823,0.12,218,49.952,"orig"
"engl310_07_original","in",182.823,183.257,0.434,218,46.431,"orig"
"engl310_07_original","sil",183.257,183.295,0.039,218,37.245,"orig"
"engl310_07_original","uh",183.295,183.65,0.354,218,75.07,"orig"
"engl310_07_original","uh",185.95,186.229,0.279,218,71.544,"orig"
"engl310_07_original","sil",186.229,186.283,0.054,218,48.253,"orig"
"engl310_07_original","in",186.283,186.589,0.306,218,46.784,"orig"
"engl310_07_original","sil",186.589,186.664,0.075,218,39.812,"orig"
"engl310_07_original","uh",186.664,186.868,0.204,218,69.695,"orig"
"engl310_07_original","uh",187.535,187.711,0.175,218,75.247,"orig"
"engl310_07_original","ex",187.711,187.928,0.217,218,56.27,"orig"
"engl310_07_original","sil",187.928,188.05,0.122,218,39.152,"orig"
"engl310_07_original","o",188.05,188.072,0.022,218,55.127,"orig"
"engl310_07_original","sil",188.072,188.092,0.02,218,40.057,"orig"
"engl310_07_original","uh",188.092,188.393,0.301,218,73.914,"orig"
"engl310_07_original","sil",188.857,189.317,0.46,218,37.359,"orig"
"engl310_07_original","in",189.317,189.518,0.202,218,38.795,"orig"
"engl310_07_original","sil",189.518,189.839,0.321,218,37.949,"orig"
"engl310_07_original","sil",190.235,190.288,0.052,218,41.318,"orig"
"engl310_07_original","in",190.288,190.537,0.249,218,40.746,"orig"
"engl310_07_original","sil",190.537,190.597,0.061,218,36.119,"orig"
"engl310_07_original","uh",190.597,190.989,0.391,218,74.39,"orig"
"engl310_07_original","sil",193.286,193.972,0.686,218,39.365,"orig"
"engl310_07_original","cl",193.972,194.041,0.068,218,48.881,"orig"
"engl310_07_original","sil",194.041,194.157,0.116,218,40.27,"orig"
"engl310_07_original","uh",194.157,194.439,0.282,218,68.217,"orig"
"engl310_07_original","sil",195.582,195.664,0.082,218,43.233,"orig"
"engl310_07_original","sil",197.028,197.133,0.105,218,46.481,"orig"
"engl310_07_original","in",197.133,197.552,0.419,218,44.815,"orig"
"engl310_07_original","sil",197.552,197.59,0.037,218,37.633,"orig"
"engl310_07_original","uh",197.59,197.768,0.179,218,76.689,"orig"
"engl310_07_original","sil",199.002,199.065,0.063,218,49.078,"orig"
"engl310_07_original","in",199.065,199.322,0.256,218,47.514,"orig"
"engl310_07_original","sil",199.322,199.392,0.07,218,36.476,"orig"
"engl310_07_original","uh",199.392,199.882,0.49,218,75.093,"orig"
"engl310_07_original","o",199.882,200.516,0.634,218,56.397,"orig"
"engl310_07_original","uh",201.282,201.775,0.492,218,74.872,"orig"
"engl310_07_original","o",201.775,202.11,0.335,218,53.325,"orig"
"engl310_07_original","sil",203.72,203.768,0.048,218,48.775,"orig"
"engl310_07_original","in",203.768,204.059,0.291,218,50.349,"orig"
"engl310_07_original","sil",204.059,204.117,0.058,218,41.52,"orig"
"engl310_07_original","o",204.117,204.137,0.02,218,58.554,"orig"
"engl310_07_original","sil",204.137,204.151,0.015,218,45.929,"orig"
"engl310_07_original","um",204.151,204.584,0.432,218,74.598,"orig"
"engl310_07_original","sil",204.584,204.93,0.346,218,40.071,"orig"
"engl310_07_original","uh",204.93,205.292,0.362,218,67.781,"orig"
"engl310_07_original","sil",205.571,205.696,0.125,218,42.907,"orig"
"engl310_07_original","sil",207.341,207.475,0.134,218,48.458,"orig"
"engl310_07_original","sil",208.361,208.43,0.069,218,47.607,"orig"
"engl310_07_original","uh",208.43,208.582,0.152,218,75.034,"orig"
"engl310_07_original","sil",208.582,208.86,0.279,218,45.453,"orig"
"engl310_07_original","sil",211.037,211.66,0.623,218,41.837,"orig"
"engl310_07_original","cl",211.66,211.69,0.03,218,53.104,"orig"
"engl310_07_original","in",211.69,211.933,0.244,218,49.525,"orig"
"engl310_07_original","sil",211.933,211.982,0.049,218,38.646,"orig"
"engl310_07_original","uh",211.982,212.17,0.187,218,74.434,"orig"
"engl310_07_original","sil",213.182,213.223,0.042,218,45.067,"orig"
"engl310_07_original","in",213.223,213.47,0.246,218,45.247,"orig"
"engl310_07_original","sil",213.47,213.523,0.053,218,38.693,"orig"
"engl310_07_original","uh",213.523,213.702,0.18,218,73.086,"orig"
"engl310_07_original","sil",213.702,213.732,0.029,218,50.847,"orig"
"engl310_07_original","ex",214.606,214.785,0.178,218,40.859,"orig"
"engl310_07_original","uh",214.785,215.021,0.237,218,43.323,"orig"
"engl310_07_original","uh",215.021,215.289,0.268,218,74.037,"orig"
"engl310_07_original","ex",215.289,215.418,0.129,218,64.468,"orig"
"engl310_07_original","sil",215.418,215.476,0.058,218,39.417,"orig"
"engl310_07_original","in",215.476,215.993,0.517,218,44.118,"orig"
"engl310_07_original","ex",216.697,216.875,0.179,218,48.495,"orig"
"engl310_07_original","sil",216.875,216.928,0.052,218,43.549,"orig"
"engl310_07_original","sil",217.626,218,0.374,218,44.639,"orig"
"engl310_07_synth_base","in",0.023,0.24,0.217,188.709,43.625,"synth"
"engl310_07_synth_base","sil",0.729,1.293,0.564,188.709,31.502,"synth"
"engl310_07_synth_base","uh",1.951,2.249,0.298,188.709,74.658,"synth"
"engl310_07_synth_base","sil",3.342,4.262,0.92,188.709,35.658,"synth"
"engl310_07_synth_base","cl",4.262,4.363,0.1,188.709,61.29,"synth"
"engl310_07_synth_base","in",6.189,6.419,0.23,188.709,51.445,"synth"
"engl310_07_synth_base","uh",6.419,6.675,0.256,188.709,77.38,"synth"
"engl310_07_synth_base","sil",7.825,8.927,1.102,188.709,28.434,"synth"
"engl310_07_synth_base","cl",8.927,9.063,0.136,188.709,41.856,"synth"
"engl310_07_synth_base","in",9.063,9.413,0.35,188.709,46.845,"synth"
"engl310_07_synth_base","uh",9.413,9.771,0.358,188.709,75.56,"synth"
"engl310_07_synth_base","in",9.771,9.997,0.227,188.709,42.033,"synth"
"engl310_07_synth_base","uh",9.997,10.354,0.356,188.709,71.165,"synth"
"engl310_07_synth_base","ex",10.96,11.187,0.227,188.709,43.958,"synth"
"engl310_07_synth_base","uh",11.187,11.563,0.376,188.709,72.844,"synth"
"engl310_07_synth_base","sil",13.342,13.841,0.499,188.709,23.309,"synth"
"engl310_07_synth_base","in",13.841,14.204,0.363,188.709,38.184,"synth"
"engl310_07_synth_base","uh",14.204,14.415,0.211,188.709,74.024,"synth"
"engl310_07_synth_base","sil",15.643,16.651,1.008,188.709,34.469,"synth"
"engl310_07_synth_base","uh",17.266,17.558,0.292,188.709,77.654,"synth"
"engl310_07_synth_base","in",17.558,17.817,0.259,188.709,47.682,"synth"
"engl310_07_synth_base","sil",17.817,17.885,0.068,188.709,32.682,"synth"
"engl310_07_synth_base","sil",18.572,19.27,0.698,188.709,32.355,"synth"
"engl310_07_synth_base","ex",19.708,20.647,0.94,188.709,42.132,"synth"
"engl310_07_synth_base","in",22.044,22.31,0.266,188.709,48.693,"synth"
"engl310_07_synth_base","uh",22.31,22.637,0.327,188.709,71.562,"synth"
"engl310_07_synth_base","sil",22.637,22.728,0.091,188.709,33.206,"synth"
"engl310_07_synth_base","sil",23.195,23.35,0.156,188.709,34.113,"synth"
"engl310_07_synth_base","sil",25.997,26.072,0.075,188.709,40.793,"synth"
"engl310_07_synth_base","uh",26.072,26.36,0.288,188.709,72.965,"synth"
"engl310_07_synth_base","in",27.091,27.315,0.224,188.709,44.439,"synth"
"engl310_07_synth_base","uh",28.164,28.459,0.295,188.709,75.225,"synth"
"engl310_07_synth_base","in",28.459,28.685,0.227,188.709,45.152,"synth"
"engl310_07_synth_base","sil",29.712,30.036,0.324,188.709,31.6,"synth"
"engl310_07_synth_base","sil",31.342,31.54,0.198,188.709,23.638,"synth"
"engl310_07_synth_base","sil",33.311,34.513,1.202,188.709,23.467,"synth"
"engl310_07_synth_base","in",34.513,34.899,0.386,188.709,36.01,"synth"
"engl310_07_synth_base","sil",35.56,35.674,0.113,188.709,36.97,"synth"
"engl310_07_synth_base","uh",38.616,38.894,0.279,188.709,75.286,"synth"
"engl310_07_synth_base","in",38.894,39.163,0.269,188.709,42.935,"synth"
"engl310_07_synth_base","sil",40.006,40.119,0.113,188.709,39.292,"synth"
"engl310_07_synth_base","sil",42.239,42.314,0.075,188.709,34.288,"synth"
"engl310_07_synth_base","in",42.314,42.524,0.211,188.709,38.587,"synth"
"engl310_07_synth_base","uh",42.524,42.826,0.301,188.709,74.086,"synth"
"engl310_07_synth_base","sil",43.559,43.731,0.172,188.709,44.571,"synth"
"engl310_07_synth_base","uh",43.731,44.006,0.275,188.709,75.284,"synth"
"engl310_07_synth_base","sil",45.598,45.786,0.188,188.709,24.831,"synth"
"engl310_07_synth_base","uh",46.114,46.434,0.321,188.709,69.754,"synth"
"engl310_07_synth_base","in",46.434,46.66,0.226,188.709,38.366,"synth"
"engl310_07_synth_base","um",46.66,47.298,0.638,188.709,73.935,"synth"
"engl310_07_synth_base","sil",47.298,47.496,0.198,188.709,22.782,"synth"
"engl310_07_synth_base","in",48.657,48.858,0.201,188.709,36.029,"synth"
"engl310_07_synth_base","in",50.546,50.899,0.353,188.709,48.392,"synth"
"engl310_07_synth_base","uh",50.899,51.251,0.352,188.709,79.011,"synth"
"engl310_07_synth_base","uh",52.016,52.366,0.35,188.709,77.417,"synth"
"engl310_07_synth_base","in",53.574,53.837,0.262,188.709,50.781,"synth"
"engl310_07_synth_base","sil",54.718,54.841,0.123,188.709,24.686,"synth"
"engl310_07_synth_base","sil",57.223,57.881,0.658,188.709,25.555,"synth"
"engl310_07_synth_base","in",58.393,58.623,0.23,188.709,38.532,"synth"
"engl310_07_synth_base","uh",58.623,59.025,0.402,188.709,75.991,"synth"
"engl310_07_synth_base","in",59.025,59.307,0.282,188.709,43.172,"synth"
"engl310_07_synth_base","uh",59.307,59.689,0.382,188.709,74.957,"synth"
"engl310_07_synth_base","sil",59.689,59.777,0.087,188.709,34.54,"synth"
"engl310_07_synth_base","uh",61.029,61.285,0.256,188.709,67.262,"synth"
"engl310_07_synth_base","sil",62.306,62.446,0.139,188.709,37.816,"synth"
"engl310_07_synth_base","sil",64.608,65.679,1.071,188.709,20.141,"synth"
"engl310_07_synth_base","cl",65.679,65.76,0.081,188.709,50.596,"synth"
"engl310_07_synth_base","uh",65.76,66.11,0.35,188.709,69.465,"synth"
"engl310_07_synth_base","in",66.11,66.437,0.327,188.709,41.201,"synth"
"engl310_07_synth_base","sil",67.08,67.356,0.275,188.709,23.102,"synth"
"engl310_07_synth_base","sil",68.095,68.147,0.052,188.709,25.092,"synth"
"engl310_07_synth_base","in",68.147,68.305,0.159,188.709,28.114,"synth"
"engl310_07_synth_base","sil",68.305,68.364,0.058,188.709,17.793,"synth"
"engl310_07_synth_base","sil",68.973,69.07,0.097,188.709,33.707,"synth"
"engl310_07_synth_base","sil",69.835,69.987,0.152,188.709,35.407,"synth"
"engl310_07_synth_base","in",70.496,70.768,0.272,188.709,45.437,"synth"
"engl310_07_synth_base","uh",70.768,71.176,0.408,188.709,76.863,"synth"
"engl310_07_synth_base","sil",71.746,71.798,0.052,188.709,37.941,"synth"
"engl310_07_synth_base","in",71.798,71.986,0.188,188.709,38.198,"synth"
"engl310_07_synth_base","sil",71.986,72.093,0.107,188.709,29.19,"synth"
"engl310_07_synth_base","in",72.997,73.214,0.217,188.709,43.527,"synth"
"engl310_07_synth_base","sil",74.218,74.487,0.269,188.709,29.274,"synth"
"engl310_07_synth_base","in",75.165,75.369,0.204,188.709,42.123,"synth"
"engl310_07_synth_base","uh",75.369,75.586,0.217,188.709,75.68,"synth"
"engl310_07_synth_base","sil",76.361,76.481,0.12,188.709,27.421,"synth"
"engl310_07_synth_base","in",76.481,76.704,0.224,188.709,27.609,"synth"
"engl310_07_synth_base","sil",76.704,76.847,0.143,188.709,23.256,"synth"
"engl310_07_synth_base","in",78.073,78.352,0.279,188.709,33.227,"synth"
"engl310_07_synth_base","uh",78.352,78.738,0.386,188.709,69.156,"synth"
"engl310_07_synth_base","uh",79.445,79.792,0.347,188.709,68.405,"synth"
"engl310_07_synth_base","uh",80.41,80.615,0.204,188.709,66.82,"synth"
"engl310_07_synth_base","in",81.02,81.263,0.243,188.709,29.509,"synth"
"engl310_07_synth_base","uh",81.263,81.7,0.437,188.709,69.659,"synth"
"engl310_07_synth_base","um",82.054,82.439,0.386,188.709,65.609,"synth"
"engl310_07_synth_base","sil",82.439,83.466,1.027,188.709,24.169,"synth"
"engl310_07_synth_base","in",84.179,84.377,0.198,188.709,35.546,"synth"
"engl310_07_synth_base","uh",84.377,84.724,0.347,188.709,77.986,"synth"
"engl310_07_synth_base","ex",85.583,85.761,0.178,188.709,50.606,"synth"
"engl310_07_synth_base","sil",85.761,85.927,0.165,188.709,22.485,"synth"
"engl310_07_synth_base","sil",86.429,87.445,1.016,188.709,25.251,"synth"
"engl310_07_synth_base","cl",87.445,87.542,0.097,188.709,50.196,"synth"
"engl310_07_synth_base","in",87.542,87.866,0.324,188.709,44.021,"synth"
"engl310_07_synth_base","uh",87.866,88.174,0.308,188.709,71.492,"synth"
"engl310_07_synth_base","sil",88.537,88.764,0.227,188.709,32.498,"synth"
"engl310_07_synth_base","in",90.527,90.767,0.24,188.709,37.511,"synth"
"engl310_07_synth_base","uh",91.67,91.994,0.324,188.709,71.102,"synth"
"engl310_07_synth_base","in",91.994,92.259,0.266,188.709,37.812,"synth"
"engl310_07_synth_base","uh",92.259,92.538,0.279,188.709,76.872,"synth"
"engl310_07_synth_base","sil",93.1,93.716,0.616,188.709,33.437,"synth"
"engl310_07_synth_base","in",94.209,94.487,0.279,188.709,44.975,"synth"
"engl310_07_synth_base","uh",94.487,94.808,0.321,188.709,73.917,"synth"
"engl310_07_synth_base","sil",95.291,95.534,0.243,188.709,27.012,"synth"
"engl310_07_synth_base","sil",95.994,96.244,0.25,188.709,24.407,"synth"
"engl310_07_synth_base","sil",97.018,97.323,0.305,188.709,27.141,"synth"
"engl310_07_synth_base","in",98.048,98.301,0.253,188.709,30.608,"synth"
"engl310_07_synth_base","uh",98.301,98.56,0.259,188.709,76.745,"synth"
"engl310_07_synth_base","in",99.885,100.3,0.415,188.709,41.562,"synth"
"engl310_07_synth_base","uh",100.3,100.673,0.373,188.709,76.221,"synth"
"engl310_07_synth_base","in",102.464,102.78,0.315,188.709,42.435,"synth"
"engl310_07_synth_base","sil",102.994,103.049,0.055,188.709,41.83,"synth"
"engl310_07_synth_base","uh",104.206,104.546,0.34,188.709,74.907,"synth"
"engl310_07_synth_base","uh",105.299,105.584,0.285,188.709,70.782,"synth"
"engl310_07_synth_base","uh",105.963,106.261,0.298,188.709,66.475,"synth"
"engl310_07_synth_base","in",106.786,107.039,0.253,188.709,41.981,"synth"
"engl310_07_synth_base","uh",107.039,107.367,0.327,188.709,70.01,"synth"
"engl310_07_synth_base","sil",107.367,107.94,0.574,188.709,30.626,"synth"
"engl310_07_synth_base","in",109.065,109.402,0.337,188.709,44.941,"synth"
"engl310_07_synth_base","uh",109.402,109.752,0.35,188.709,78.056,"synth"
"engl310_07_synth_base","in",110.515,110.667,0.152,188.709,38.34,"synth"
"engl310_07_synth_base","sil",110.667,110.793,0.126,188.709,26.857,"synth"
"engl310_07_synth_base","sil",111.338,111.694,0.356,188.709,27.717,"synth"
"engl310_07_synth_base","in",111.694,112.206,0.512,188.709,32.171,"synth"
"engl310_07_synth_base","sil",112.93,113.157,0.227,188.709,26.214,"synth"
"engl310_07_synth_base","sil",114.071,114.223,0.152,188.709,22.055,"synth"
"engl310_07_synth_base","in",114.223,114.677,0.454,188.709,40.965,"synth"
"engl310_07_synth_base","uh",114.677,114.894,0.217,188.709,71.486,"synth"
"engl310_07_synth_base","in",117.424,117.693,0.269,188.709,46.444,"synth"
"engl310_07_synth_base","in",118.143,118.467,0.324,188.709,41.455,"synth"
"engl310_07_synth_base","uh",118.467,119.047,0.58,188.709,75.286,"synth"
"engl310_07_synth_base","sil",119.047,119.339,0.292,188.709,27.695,"synth"
"engl310_07_synth_base","sil",119.891,120.442,0.551,188.709,27.696,"synth"
"engl310_07_synth_base","sil",121.152,121.473,0.321,188.709,28.72,"synth"
"engl310_07_synth_base","sil",122.157,123.09,0.933,188.709,23.833,"synth"
"engl310_07_synth_base","cl",123.09,123.216,0.126,188.709,43.85,"synth"
"engl310_07_synth_base","in",123.216,123.459,0.243,188.709,38.218,"synth"
"engl310_07_synth_base","uh",123.459,123.865,0.405,188.709,76.403,"synth"
"engl310_07_synth_base","sil",123.865,124.176,0.311,188.709,27.235,"synth"
"engl310_07_synth_base","sil",126.884,127.92,1.036,188.709,28.489,"synth"
"engl310_07_synth_base","cl",127.92,128.017,0.097,188.709,49.101,"synth"
"engl310_07_synth_base","uh",128.017,128.305,0.288,188.709,74.277,"synth"
"engl310_07_synth_base","sil",129.094,129.447,0.353,188.709,24.9,"synth"
"engl310_07_synth_base","in",129.71,130.053,0.343,188.709,41.03,"synth"
"engl310_07_synth_base","um",130.053,130.529,0.476,188.709,76.56,"synth"
"engl310_07_synth_base","in",130.529,130.844,0.314,188.709,46.352,"synth"
"engl310_07_synth_base","uh",130.844,131.129,0.285,188.709,76.529,"synth"
"engl310_07_synth_base","uh",131.129,131.401,0.272,188.709,73.688,"synth"
"engl310_07_synth_base","uh",132.755,133.041,0.285,188.709,74.908,"synth"
"engl310_07_synth_base","in",134.937,135.348,0.412,188.709,50.155,"synth"
"engl310_07_synth_base","uh",135.348,135.689,0.34,188.709,78.808,"synth"
"engl310_07_synth_base","uh",137.547,137.851,0.305,188.709,79.179,"synth"
"engl310_07_synth_base","uh",138.237,138.46,0.224,188.709,73.999,"synth"
"engl310_07_synth_base","in",138.46,138.723,0.262,188.709,48.695,"synth"
"engl310_07_synth_base","sil",138.723,138.765,0.042,188.709,32.132,"synth"
"engl310_07_synth_base","uh",138.765,139.09,0.325,188.709,77.587,"synth"
"engl310_07_synth_base","in",139.534,139.774,0.24,188.709,40.276,"synth"
"engl310_07_synth_base","uh",139.774,140.185,0.412,188.709,80.735,"synth"
"engl310_07_synth_base","sil",140.185,140.6,0.415,188.709,39.581,"synth"
"engl310_07_synth_base","sil",141.184,141.919,0.736,188.709,51.208,"synth"
"engl310_07_synth_base","in",143.284,143.666,0.382,188.709,38.355,"synth"
"engl310_07_synth_base","sil",143.666,143.747,0.081,188.709,27.95,"synth"
"engl310_07_synth_base","uh",143.747,144.161,0.414,188.709,75.811,"synth"
"engl310_07_synth_base","uh",144.601,144.903,0.301,188.709,76.967,"synth"
"engl310_07_synth_base","in",145.687,145.91,0.224,188.709,39.232,"synth"
"engl310_07_synth_base","uh",145.91,146.192,0.282,188.709,78.452,"synth"
"engl310_07_synth_base","sil",146.925,147.357,0.433,188.709,37.307,"synth"
"engl310_07_synth_base","sil",147.979,148.07,0.091,188.709,48.562,"synth"
"engl310_07_synth_base","um",148.07,148.184,0.113,188.709,73.774,"synth"
"engl310_07_synth_base","in",149.078,149.34,0.262,188.709,44.996,"synth"
"engl310_07_synth_base","um",149.34,149.823,0.483,188.709,75.641,"synth"
"engl310_07_synth_base","sil",149.823,150.179,0.356,188.709,37.827,"synth"
"engl310_07_synth_base","cl",150.179,150.325,0.146,188.709,55.012,"synth"
"engl310_07_synth_base","sil",150.325,150.711,0.386,188.709,48.437,"synth"
"engl310_07_synth_base","sil",151.401,151.537,0.136,188.709,36.968,"synth"
"engl310_07_synth_base","sil",153.05,153.516,0.467,188.709,34.316,"synth"
"engl310_07_synth_base","in",153.516,154.051,0.535,188.709,51.955,"synth"
"engl310_07_synth_base","sil",154.051,154.336,0.285,188.709,35.38,"synth"
"engl310_07_synth_base","cl",154.336,154.466,0.13,188.709,48.137,"synth"
"engl310_07_synth_base","in",154.466,154.826,0.36,188.709,52.878,"synth"
"engl310_07_synth_base","uh",154.826,155.029,0.203,188.709,80.42,"synth"
"engl310_07_synth_base","sil",157.213,157.291,0.078,188.709,44.239,"synth"
"engl310_07_synth_base","uh",157.291,157.592,0.301,188.709,78.233,"synth"
"engl310_07_synth_base","in",157.592,157.864,0.272,188.709,46.778,"synth"
"engl310_07_synth_base","uh",157.864,158.251,0.387,188.709,72.143,"synth"
"engl310_07_synth_base","uh",158.769,159.097,0.327,188.709,75.179,"synth"
"engl310_07_synth_base","in",159.097,159.327,0.23,188.709,44.038,"synth"
"engl310_07_synth_base","sil",159.327,159.398,0.071,188.709,38.675,"synth"
"engl310_07_synth_base","uh",159.398,159.69,0.292,188.709,73.753,"synth"
"engl310_07_synth_base","sil",160.296,161.284,0.988,188.709,27.282,"synth"
"engl310_07_synth_base","o",161.284,161.549,0.266,188.709,51.769,"synth"
"engl310_07_synth_base","in",162.035,162.269,0.233,188.709,33.63,"synth"
"engl310_07_synth_base","uh",162.269,162.496,0.227,188.709,76.06,"synth"
"engl310_07_synth_base","sil",164.583,165.652,1.069,188.709,31.782,"synth"
"engl310_07_synth_base","cl",165.652,165.759,0.107,188.709,59.069,"synth"
"engl310_07_synth_base","uh",165.759,166.193,0.434,188.709,75.263,"synth"
"engl310_07_synth_base","in",168.399,168.652,0.253,188.709,51.728,"synth"
"engl310_07_synth_base","uh",168.652,169.038,0.386,188.709,78.019,"synth"
"engl310_07_synth_base","sil",170.84,171.028,0.188,188.709,37.81,"synth"
"engl310_07_synth_base","in",171.028,171.239,0.211,188.709,42.516,"synth"
"engl310_07_synth_base","uh",171.239,171.498,0.259,188.709,81.011,"synth"
"engl310_07_synth_base","uh",171.861,172.162,0.301,188.709,78.039,"synth"
"engl310_07_synth_base","in",173.811,174.083,0.272,188.709,45.926,"synth"
"engl310_07_synth_base","um",174.083,174.42,0.337,188.709,78.71,"synth"
"engl310_07_synth_base","sil",174.42,174.589,0.169,188.709,33.758,"synth"
"engl310_07_synth_base","uh",174.589,174.91,0.321,188.709,75.095,"synth"
"engl310_07_synth_base","sil",175.234,175.574,0.34,188.709,27.318,"synth"
"engl310_07_synth_base","uh",178.321,178.564,0.243,188.709,69.12,"synth"
"engl310_07_synth_base","sil",181.406,182.534,1.128,188.709,23.946,"synth"
"engl310_07_synth_base","cl",182.534,182.64,0.107,188.709,51.35,"synth"
"engl310_07_synth_base","in",182.64,182.941,0.301,188.709,42.088,"synth"
"engl310_07_synth_base","uh",182.941,183.223,0.282,188.709,72.078,"synth"
"engl310_07_synth_base","in",184.323,184.518,0.194,188.709,42.017,"synth"
"engl310_07_synth_base","uh",184.518,184.732,0.214,188.709,75.439,"synth"
"engl310_07_synth_base","in",185.697,185.97,0.272,188.709,45.229,"synth"
"engl310_07_synth_base","uh",185.97,186.323,0.353,188.709,80.838,"synth"
"engl310_07_synth_base","in",186.323,186.602,0.279,188.709,44.272,"synth"
"engl310_07_synth_base","sil",187.357,187.6,0.243,188.709,33.083,"synth"
"engl310_13_original","sil",0.004,0.41,0.406,190.2,47,"orig"
"engl310_13_original","in",0.41,0.572,0.162,190.2,42.461,"orig"
"engl310_13_original","sil",0.572,1.225,0.653,190.2,42.444,"orig"
"engl310_13_original","cl",1.225,1.308,0.083,190.2,61.383,"orig"
"engl310_13_original","in",1.308,1.788,0.48,190.2,60.359,"orig"
"engl310_13_original","sil",1.788,1.824,0.037,190.2,49.294,"orig"
"engl310_13_original","uh",1.824,1.996,0.172,190.2,82.966,"orig"
"engl310_13_original","sil",3.749,4.053,0.304,190.2,40.248,"orig"
"engl310_13_original","in",4.053,4.595,0.542,190.2,54.202,"orig"
