"id","condition","audiofile","age","ease","edu","imphear","interest","L1","notes","prep","self","test","question","answer","score","precede"
736843,"sil","engl310_13_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q1",1,1,"yes"
736843,"sil","engl310_24_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q1",3,1,"yes"
736845,"base_cg","engl310_01_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q1",1,1,"no"
736845,"base_cg","engl310_07_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q1",2,0,"no"
736845,"base_cg","engl310_24_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q1",1,0,"yes"
736845,"base_cg","engl310_13_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q1",2,0,"yes"
736849,"sil_cg","engl310_24_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q1",3,1,"yes"
736849,"sil_cg","engl310_13_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q1",2,0,"yes"
736849,"sil_cg","engl310_07_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q1",4,1,"no"
736849,"sil_cg","engl310_01_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q1",1,1,"no"
736850,"base_cg","engl310_01_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q1",1,1,"no"
736850,"base_cg","engl310_24_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q1",2,0,"yes"
736850,"base_cg","engl310_07_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q1",4,1,"no"
736850,"base_cg","engl310_13_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q1",2,0,"yes"
736851,"base","engl310_13_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q1",1,1,"yes"
736851,"base","engl310_01_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q1",1,1,"no"
736851,"base","engl310_24_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q1",2,0,"yes"
736851,"base","engl310_07_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q1",1,0,"no"
736852,"sil","engl310_01_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q1",1,1,"no"
736852,"sil","engl310_13_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q1",4,0,"yes"
736852,"sil","engl310_07_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q1",4,1,"no"
736852,"sil","engl310_24_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q1",3,1,"yes"
736853,"sil","engl310_07_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q1",3,0,"no"
736853,"sil","engl310_01_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q1",1,1,"no"
736853,"sil","engl310_24_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q1",3,1,"yes"
736853,"sil","engl310_13_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q1",2,0,"yes"
736881,"sil_cg","engl310_13_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q1",1,1,"yes"
736881,"sil_cg","engl310_24_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q1",2,0,"yes"
736881,"sil_cg","engl310_01_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q1",1,1,"no"
736881,"sil_cg","engl310_07_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q1",4,1,"no"
736340,"sil_cg","engl310_01_synth_sil.wav",33,2,"hs","no",3,"eng","no",3,"adv","none","q2",1,1,"yes"
736340,"sil_cg","engl310_24_synth_sil.wav",33,2,"hs","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736340,"sil_cg","engl310_07_synth_sil.wav",33,2,"hs","no",3,"eng","no",3,"adv","none","q2",2,1,"yes"
736340,"sil_cg","engl310_13_synth_sil.wav",33,2,"hs","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736341,"base","engl310_07_synth_base.wav",24,1,"other","no",1,"eng","no",2,"int","c1","q2",4,0,"yes"
736341,"base","engl310_13_synth_base.wav",24,1,"other","no",1,"eng","no",2,"int","c1","q2",4,1,"no"
736341,"base","engl310_01_synth_base.wav",24,1,"other","no",1,"eng","no",2,"int","c1","q2",1,1,"yes"
736341,"base","engl310_24_synth_base.wav",24,1,"other","no",1,"eng","no",2,"int","c1","q2",4,1,"no"
736344,"sil","engl310_07_synth_sil.wav",36,4,"uni","no",2,"eng","no",4,"adv","none","q2",1,0,"yes"
736344,"sil","engl310_01_synth_sil.wav",36,4,"uni","no",2,"eng","no",4,"adv","none","q2",3,0,"yes"
736344,"sil","engl310_24_synth_sil.wav",36,4,"uni","no",2,"eng","no",4,"adv","none","q2",4,1,"no"
736344,"sil","engl310_13_synth_sil.wav",36,4,"uni","no",2,"eng","no",4,"adv","none","q2",4,1,"no"
736349,"sil_cg","engl310_01_synth_sil.wav",25,4,"uni","no",2,"eng","no",2,"adv","none","q2",1,1,"yes"
736349,"sil_cg","engl310_13_synth_sil.wav",25,4,"uni","no",2,"eng","no",2,"adv","none","q2",4,1,"no"
736349,"sil_cg","engl310_07_synth_sil.wav",25,4,"uni","no",2,"eng","no",2,"adv","none","q2",4,0,"yes"
736349,"sil_cg","engl310_24_synth_sil.wav",25,4,"uni","no",2,"eng","no",2,"adv","none","q2",4,1,"no"
736350,"sil","engl310_01_synth_sil.wav",37,3,"uni","no",3,"eng","no",3,"adv","none","q2",3,0,"yes"
736350,"sil","engl310_24_synth_sil.wav",37,3,"uni","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736350,"sil","engl310_07_synth_sil.wav",37,3,"uni","no",3,"eng","no",3,"adv","none","q2",2,1,"yes"
736350,"sil","engl310_13_synth_sil.wav",37,3,"uni","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736353,"base","engl310_13_synth_base.wav",28,2,"hs","no",1,"eng","no",1,"adv","none","q2",4,1,"no"
736353,"base","engl310_24_synth_base.wav",28,2,"hs","no",1,"eng","no",1,"adv","none","q2",3,0,"no"
736353,"base","engl310_07_synth_base.wav",28,2,"hs","no",1,"eng","no",1,"adv","none","q2",4,0,"yes"
736353,"base","engl310_01_synth_base.wav",28,2,"hs","no",1,"eng","no",1,"adv","none","q2",1,1,"yes"
736356,"base_cg","engl310_24_synth_base.wav",48,2,"uni","no",3,"eng","no",1,"adv","none","q2",1,0,"no"
736356,"base_cg","engl310_07_synth_base.wav",48,2,"uni","no",3,"eng","no",1,"adv","none","q2",4,0,"yes"
736356,"base_cg","engl310_13_synth_base.wav",48,2,"uni","no",3,"eng","no",1,"adv","none","q2",4,1,"no"
736356,"base_cg","engl310_01_synth_base.wav",48,2,"uni","no",3,"eng","no",1,"adv","none","q2",3,0,"yes"
736357,"base","engl310_13_synth_base.wav",20,3,"hs","no",4,"eng","no",2,"int","none","q2",4,1,"no"
736357,"base","engl310_24_synth_base.wav",20,3,"hs","no",4,"eng","no",2,"int","none","q2",4,1,"no"
736357,"base","engl310_01_synth_base.wav",20,3,"hs","no",4,"eng","no",2,"int","none","q2",1,1,"yes"
736357,"base","engl310_07_synth_base.wav",20,3,"hs","no",4,"eng","no",2,"int","none","q2",2,1,"yes"
736422,"sil_cg","engl310_13_synth_sil.wav",53,4,"hs","no",2,"eng","no",4,"adv","none","q2",4,1,"no"
736422,"sil_cg","engl310_24_synth_sil.wav",53,4,"hs","no",2,"eng","no",4,"adv","none","q2",4,1,"no"
736422,"sil_cg","engl310_01_synth_sil.wav",53,4,"hs","no",2,"eng","no",4,"adv","none","q2",1,1,"yes"
736422,"sil_cg","engl310_07_synth_sil.wav",53,4,"hs","no",2,"eng","no",4,"adv","none","q2",2,1,"yes"
736423,"base_cg","engl310_24_synth_base.wav",26,1,"hs","no",1,"eng","no",1,"adv","none","q2",3,0,"no"
736423,"base_cg","engl310_01_synth_base.wav",26,1,"hs","no",1,"eng","no",1,"adv","none","q2",2,0,"yes"
736423,"base_cg","engl310_13_synth_base.wav",26,1,"hs","no",1,"eng","no",1,"adv","none","q2",4,1,"no"
736423,"base_cg","engl310_07_synth_base.wav",26,1,"hs","no",1,"eng","no",1,"adv","none","q2",1,0,"yes"
736424,"sil","engl310_13_synth_sil.wav",47,2,"other","no",2,"eng","no",1,"adv","none","q2",4,1,"no"
736424,"sil","engl310_01_synth_sil.wav",47,2,"other","no",2,"eng","no",1,"adv","none","q2",3,0,"yes"
736424,"sil","engl310_24_synth_sil.wav",47,2,"other","no",2,"eng","no",1,"adv","none","q2",4,1,"no"
736424,"sil","engl310_07_synth_sil.wav",47,2,"other","no",2,"eng","no",1,"adv","none","q2",2,1,"yes"
736427,"sil","engl310_13_synth_sil.wav",36,1,"hs","no",2,"eng","no",1,"int","none","q2",4,1,"no"
736427,"sil","engl310_01_synth_sil.wav",36,1,"hs","no",2,"eng","no",1,"int","none","q2",4,0,"yes"
736427,"sil","engl310_07_synth_sil.wav",36,1,"hs","no",2,"eng","no",1,"int","none","q2",2,1,"yes"
736427,"sil","engl310_24_synth_sil.wav",36,1,"hs","no",2,"eng","no",1,"int","none","q2",1,0,"no"
736429,"base","engl310_01_synth_base.wav",28,1,"hs","no",1,"eng","no",1,"int","none","q2",1,1,"yes"
736429,"base","engl310_24_synth_base.wav",28,1,"hs","no",1,"eng","no",1,"int","none","q2",4,1,"no"
736429,"base","engl310_07_synth_base.wav",28,1,"hs","no",1,"eng","no",1,"int","none","q2",1,0,"yes"
736429,"base","engl310_13_synth_base.wav",28,1,"hs","no",1,"eng","no",1,"int","none","q2",4,1,"no"
736430,"base_cg","engl310_24_synth_base.wav",36,2,"hs","no",1,"eng","no",3,"adv","none","q2",4,1,"no"
736430,"base_cg","engl310_13_synth_base.wav",36,2,"hs","no",1,"eng","no",3,"adv","none","q2",4,1,"no"
736430,"base_cg","engl310_01_synth_base.wav",36,2,"hs","no",1,"eng","no",3,"adv","none","q2",3,0,"yes"
736430,"base_cg","engl310_07_synth_base.wav",36,2,"hs","no",1,"eng","no",3,"adv","none","q2",2,1,"yes"
736431,"sil_cg","engl310_07_synth_sil.wav",37,3,"hs","no",2,"eng","no",3,"adv","none","q2",2,1,"yes"
736431,"sil_cg","engl310_24_synth_sil.wav",37,3,"hs","no",2,"eng","no",3,"adv","none","q2",4,1,"no"
736431,"sil_cg","engl310_13_synth_sil.wav",37,3,"hs","no",2,"eng","no",3,"adv","none","q2",4,1,"no"
736431,"sil_cg","engl310_01_synth_sil.wav",37,3,"hs","no",2,"eng","no",3,"adv","none","q2",1,1,"yes"
736432,"base","engl310_01_synth_base.wav",32,1,"hs","no",1,"eng","no",1,"int","none","q2",3,0,"yes"
736432,"base","engl310_07_synth_base.wav",32,1,"hs","no",1,"eng","no",1,"int","none","q2",2,1,"yes"
736432,"base","engl310_13_synth_base.wav",32,1,"hs","no",1,"eng","no",1,"int","none","q2",4,1,"no"
736432,"base","engl310_24_synth_base.wav",32,1,"hs","no",1,"eng","no",1,"int","none","q2",1,0,"no"
736433,"base_cg","engl310_01_synth_base.wav",32,3,"uni","no",2,"eng","no",3,"adv","a1","q2",1,1,"yes"
736433,"base_cg","engl310_13_synth_base.wav",32,3,"uni","no",2,"eng","no",3,"adv","a1","q2",4,1,"no"
736433,"base_cg","engl310_07_synth_base.wav",32,3,"uni","no",2,"eng","no",3,"adv","a1","q2",4,0,"yes"
736433,"base_cg","engl310_24_synth_base.wav",32,3,"uni","no",2,"eng","no",3,"adv","a1","q2",1,0,"no"
736437,"sil","engl310_13_synth_sil.wav",27,4,"hs","no",3,"eng","no",3,"int","none","q2",4,1,"no"
736437,"sil","engl310_24_synth_sil.wav",27,4,"hs","no",3,"eng","no",3,"int","none","q2",3,0,"no"
736437,"sil","engl310_01_synth_sil.wav",27,4,"hs","no",3,"eng","no",3,"int","none","q2",1,1,"yes"
736437,"sil","engl310_07_synth_sil.wav",27,4,"hs","no",3,"eng","no",3,"int","none","q2",2,1,"yes"
736438,"sil_cg","engl310_07_synth_sil.wav",43,1,"hs","no",1,"eng","no",4,"adv","none","q2",4,0,"yes"
736438,"sil_cg","engl310_13_synth_sil.wav",43,1,"hs","no",1,"eng","no",4,"adv","none","q2",4,1,"no"
736438,"sil_cg","engl310_01_synth_sil.wav",43,1,"hs","no",1,"eng","no",4,"adv","none","q2",3,0,"yes"
736438,"sil_cg","engl310_24_synth_sil.wav",43,1,"hs","no",1,"eng","no",4,"adv","none","q2",1,0,"no"
736440,"sil_cg","engl310_07_synth_sil.wav",32,2,"hs","no",3,"eng","no",3,"adv","none","q2",4,0,"yes"
736440,"sil_cg","engl310_24_synth_sil.wav",32,2,"hs","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736440,"sil_cg","engl310_13_synth_sil.wav",32,2,"hs","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736440,"sil_cg","engl310_01_synth_sil.wav",32,2,"hs","no",3,"eng","no",3,"adv","none","q2",1,1,"yes"
736441,"sil","engl310_01_synth_sil.wav",40,2,"hs","no",4,"eng","no",5,"int","none","q2",1,1,"yes"
736441,"sil","engl310_24_synth_sil.wav",40,2,"hs","no",4,"eng","no",5,"int","none","q2",4,1,"no"
736441,"sil","engl310_07_synth_sil.wav",40,2,"hs","no",4,"eng","no",5,"int","none","q2",4,0,"yes"
736441,"sil","engl310_13_synth_sil.wav",40,2,"hs","no",4,"eng","no",5,"int","none","q2",4,1,"no"
736442,"base_cg","engl310_13_synth_base.wav",50,3,"uni","no",5,"eng","no",4,"adv","none","q2",4,1,"no"
736442,"base_cg","engl310_07_synth_base.wav",50,3,"uni","no",5,"eng","no",4,"adv","none","q2",2,1,"yes"
736442,"base_cg","engl310_01_synth_base.wav",50,3,"uni","no",5,"eng","no",4,"adv","none","q2",3,0,"yes"
736442,"base_cg","engl310_24_synth_base.wav",50,3,"uni","no",5,"eng","no",4,"adv","none","q2",4,1,"no"
736443,"base","engl310_24_synth_base.wav",44,2,"hs","no",2,"eng","no",3,"adv","none","q2",4,1,"no"
736443,"base","engl310_13_synth_base.wav",44,2,"hs","no",2,"eng","no",3,"adv","none","q2",4,1,"no"
736443,"base","engl310_07_synth_base.wav",44,2,"hs","no",2,"eng","no",3,"adv","none","q2",2,1,"yes"
736443,"base","engl310_01_synth_base.wav",44,2,"hs","no",2,"eng","no",3,"adv","none","q2",3,0,"yes"
736445,"base_cg","engl310_07_synth_base.wav",21,3,"uni","no",4,"eng","no",3,"adv","none","q2",2,1,"yes"
736445,"base_cg","engl310_13_synth_base.wav",21,3,"uni","no",4,"eng","no",3,"adv","none","q2",4,1,"no"
736445,"base_cg","engl310_24_synth_base.wav",21,3,"uni","no",4,"eng","no",3,"adv","none","q2",2,0,"no"
736445,"base_cg","engl310_01_synth_base.wav",21,3,"uni","no",4,"eng","no",3,"adv","none","q2",4,0,"yes"
736447,"sil_cg","engl310_13_synth_sil.wav",26,2,"uni","no",3,"eng","no",2,"adv","none","q2",4,1,"no"
736447,"sil_cg","engl310_07_synth_sil.wav",26,2,"uni","no",3,"eng","no",2,"adv","none","q2",4,0,"yes"
736447,"sil_cg","engl310_24_synth_sil.wav",26,2,"uni","no",3,"eng","no",2,"adv","none","q2",1,0,"no"
736447,"sil_cg","engl310_01_synth_sil.wav",26,2,"uni","no",3,"eng","no",2,"adv","none","q2",4,0,"yes"
736449,"base","engl310_07_synth_base.wav",62,2,"uni","no",1,"eng","no",1,"adv","none","q2",2,1,"yes"
736449,"base","engl310_24_synth_base.wav",62,2,"uni","no",1,"eng","no",1,"adv","none","q2",4,1,"no"
736449,"base","engl310_13_synth_base.wav",62,2,"uni","no",1,"eng","no",1,"adv","none","q2",4,1,"no"
736449,"base","engl310_01_synth_base.wav",62,2,"uni","no",1,"eng","no",1,"adv","none","q2",1,1,"yes"
736450,"sil","engl310_07_synth_sil.wav",59,2,"uni","no",5,"eng","no",5,"adv","c1","q2",4,0,"yes"
736450,"sil","engl310_01_synth_sil.wav",59,2,"uni","no",5,"eng","no",5,"adv","c1","q2",1,1,"yes"
736450,"sil","engl310_13_synth_sil.wav",59,2,"uni","no",5,"eng","no",5,"adv","c1","q2",4,1,"no"
736450,"sil","engl310_24_synth_sil.wav",59,2,"uni","no",5,"eng","no",5,"adv","c1","q2",4,1,"no"
736451,"base","engl310_01_synth_base.wav",43,4,"hs","no",4,"eng","no",2,"adv","none","q2",1,1,"yes"
736451,"base","engl310_24_synth_base.wav",43,4,"hs","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736451,"base","engl310_13_synth_base.wav",43,4,"hs","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736451,"base","engl310_07_synth_base.wav",43,4,"hs","no",4,"eng","no",2,"adv","none","q2",2,1,"yes"
736452,"sil","engl310_01_synth_sil.wav",30,3,"hs","no",1,"eng","no",4,"adv","none","q2",3,0,"yes"
736452,"sil","engl310_07_synth_sil.wav",30,3,"hs","no",1,"eng","no",4,"adv","none","q2",4,0,"yes"
736452,"sil","engl310_13_synth_sil.wav",30,3,"hs","no",1,"eng","no",4,"adv","none","q2",1,0,"no"
736452,"sil","engl310_24_synth_sil.wav",30,3,"hs","no",1,"eng","no",4,"adv","none","q2",3,0,"no"
736453,"sil_cg","engl310_01_synth_sil.wav",54,3,"uni","no",3,"eng","no",3,"adv","none","q2",1,1,"yes"
736453,"sil_cg","engl310_24_synth_sil.wav",54,3,"uni","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736453,"sil_cg","engl310_13_synth_sil.wav",54,3,"uni","no",3,"eng","no",3,"adv","none","q2",4,1,"no"
736453,"sil_cg","engl310_07_synth_sil.wav",54,3,"uni","no",3,"eng","no",3,"adv","none","q2",2,1,"yes"
736454,"base_cg","engl310_01_synth_base.wav",49,2,"uni","no",3,"eng","no",2,"adv","a1","q2",1,1,"yes"
736454,"base_cg","engl310_24_synth_base.wav",49,2,"uni","no",3,"eng","no",2,"adv","a1","q2",4,1,"no"
736454,"base_cg","engl310_13_synth_base.wav",49,2,"uni","no",3,"eng","no",2,"adv","a1","q2",4,1,"no"
736454,"base_cg","engl310_07_synth_base.wav",49,2,"uni","no",3,"eng","no",2,"adv","a1","q2",2,1,"yes"
736458,"base_cg","engl310_07_synth_base.wav",26,2,"hs","no",4,"eng","no",2,"adv","none","q2",2,1,"yes"
736458,"base_cg","engl310_24_synth_base.wav",26,2,"hs","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736458,"base_cg","engl310_13_synth_base.wav",26,2,"hs","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736458,"base_cg","engl310_01_synth_base.wav",26,2,"hs","no",4,"eng","no",2,"adv","none","q2",3,0,"yes"
736459,"sil","engl310_13_synth_sil.wav",39,1,"uni","no",1,"eng","no",3,"adv","none","q2",4,1,"no"
736459,"sil","engl310_24_synth_sil.wav",39,1,"uni","no",1,"eng","no",3,"adv","none","q2",4,1,"no"
736459,"sil","engl310_07_synth_sil.wav",39,1,"uni","no",1,"eng","no",3,"adv","none","q2",2,1,"yes"
736459,"sil","engl310_01_synth_sil.wav",39,1,"uni","no",1,"eng","no",3,"adv","none","q2",3,0,"yes"
736460,"base","engl310_01_synth_base.wav",39,4,"other","no",3,"eng","no",3,"beg","none","q2",1,1,"yes"
736460,"base","engl310_24_synth_base.wav",39,4,"other","no",3,"eng","no",3,"beg","none","q2",1,0,"no"
736460,"base","engl310_13_synth_base.wav",39,4,"other","no",3,"eng","no",3,"beg","none","q2",4,1,"no"
736460,"base","engl310_07_synth_base.wav",39,4,"other","no",3,"eng","no",3,"beg","none","q2",2,1,"yes"
736462,"sil_cg","engl310_13_synth_sil.wav",49,2,"uni","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736462,"sil_cg","engl310_07_synth_sil.wav",49,2,"uni","no",4,"eng","no",2,"adv","none","q2",2,1,"yes"
736462,"sil_cg","engl310_01_synth_sil.wav",49,2,"uni","no",4,"eng","no",2,"adv","none","q2",1,1,"yes"
736462,"sil_cg","engl310_24_synth_sil.wav",49,2,"uni","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736463,"sil_cg","engl310_01_synth_sil.wav",21,1,"hs","no",1,"eng","no",3,"adv","none","q2",4,0,"yes"
736463,"sil_cg","engl310_24_synth_sil.wav",21,1,"hs","no",1,"eng","no",3,"adv","none","q2",4,1,"no"
736463,"sil_cg","engl310_13_synth_sil.wav",21,1,"hs","no",1,"eng","no",3,"adv","none","q2",4,1,"no"
736463,"sil_cg","engl310_07_synth_sil.wav",21,1,"hs","no",1,"eng","no",3,"adv","none","q2",4,0,"yes"
736464,"base","engl310_13_synth_base.wav",58,2,"uni","no",5,"eng","no",4,"adv","c1","q2",4,1,"no"
736464,"base","engl310_07_synth_base.wav",58,2,"uni","no",5,"eng","no",4,"adv","c1","q2",2,1,"yes"
736464,"base","engl310_24_synth_base.wav",58,2,"uni","no",5,"eng","no",4,"adv","c1","q2",4,1,"no"
736464,"base","engl310_01_synth_base.wav",58,2,"uni","no",5,"eng","no",4,"adv","c1","q2",1,1,"yes"
736466,"sil","engl310_01_synth_sil.wav",37,2,"hs","no",1,"eng","no",2,"adv","none","q2",1,1,"yes"
736466,"sil","engl310_07_synth_sil.wav",37,2,"hs","no",1,"eng","no",2,"adv","none","q2",3,0,"yes"
736466,"sil","engl310_24_synth_sil.wav",37,2,"hs","no",1,"eng","no",2,"adv","none","q2",1,0,"no"
736466,"sil","engl310_13_synth_sil.wav",37,2,"hs","no",1,"eng","no",2,"adv","none","q2",1,0,"no"
736467,"base_cg","engl310_07_synth_base.wav",21,2,"uni","no",2,"eng","no",1,"adv","none","q2",4,0,"yes"
736467,"base_cg","engl310_24_synth_base.wav",21,2,"uni","no",2,"eng","no",1,"adv","none","q2",4,1,"no"
736467,"base_cg","engl310_13_synth_base.wav",21,2,"uni","no",2,"eng","no",1,"adv","none","q2",4,1,"no"
736467,"base_cg","engl310_01_synth_base.wav",21,2,"uni","no",2,"eng","no",1,"adv","none","q2",3,0,"yes"
736469,"base_cg","engl310_24_synth_base.wav",40,3,"uni","no",4,"eng","no",4,"adv","none","q2",4,1,"no"
736469,"base_cg","engl310_01_synth_base.wav",40,3,"uni","no",4,"eng","no",4,"adv","none","q2",3,0,"yes"
736469,"base_cg","engl310_07_synth_base.wav",40,3,"uni","no",4,"eng","no",4,"adv","none","q2",2,1,"yes"
736469,"base_cg","engl310_13_synth_base.wav",40,3,"uni","no",4,"eng","no",4,"adv","none","q2",4,1,"no"
736471,"sil_cg","engl310_01_synth_sil.wav",56,4,"uni","no",3,"eng","no",5,"adv","none","q2",1,1,"yes"
736471,"sil_cg","engl310_13_synth_sil.wav",56,4,"uni","no",3,"eng","no",5,"adv","none","q2",4,1,"no"
736471,"sil_cg","engl310_07_synth_sil.wav",56,4,"uni","no",3,"eng","no",5,"adv","none","q2",2,1,"yes"
736471,"sil_cg","engl310_24_synth_sil.wav",56,4,"uni","no",3,"eng","no",5,"adv","none","q2",4,1,"no"
736473,"base","engl310_24_synth_base.wav",59,1,"uni","no",1,"eng","no",1,"adv","c2","q2",4,1,"no"
736473,"base","engl310_01_synth_base.wav",59,1,"uni","no",1,"eng","no",1,"adv","c2","q2",1,1,"yes"
736473,"base","engl310_13_synth_base.wav",59,1,"uni","no",1,"eng","no",1,"adv","c2","q2",1,0,"no"
736473,"base","engl310_07_synth_base.wav",59,1,"uni","no",1,"eng","no",1,"adv","c2","q2",2,1,"yes"
736475,"sil","engl310_24_synth_sil.wav",42,2,"uni","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736475,"sil","engl310_01_synth_sil.wav",42,2,"uni","no",4,"eng","no",2,"adv","none","q2",1,1,"yes"
736475,"sil","engl310_13_synth_sil.wav",42,2,"uni","no",4,"eng","no",2,"adv","none","q2",4,1,"no"
736475,"sil","engl310_07_synth_sil.wav",42,2,"uni","no",4,"eng","no",2,"adv","none","q2",2,1,"yes"
736478,"base_cg","engl310_13_synth_base.wav",75,1,"hs","no",3,"eng","no",2,"adv","none","q2",4,1,"no"
736478,"base_cg","engl310_07_synth_base.wav",75,1,"hs","no",3,"eng","no",2,"adv","none","q2",2,1,"yes"
736478,"base_cg","engl310_24_synth_base.wav",75,1,"hs","no",3,"eng","no",2,"adv","none","q2",4,1,"no"
736478,"base_cg","engl310_01_synth_base.wav",75,1,"hs","no",3,"eng","no",2,"adv","none","q2",3,0,"yes"
736479,"base","engl310_24_synth_base.wav",43,3,"hs","no",2,"eng","no",3,"adv","none","q2",3,0,"no"
736479,"base","engl310_07_synth_base.wav",43,3,"hs","no",2,"eng","no",3,"adv","none","q2",1,0,"yes"
736479,"base","engl310_01_synth_base.wav",43,3,"hs","no",2,"eng","no",3,"adv","none","q2",1,1,"yes"
736479,"base","engl310_13_synth_base.wav",43,3,"hs","no",2,"eng","no",3,"adv","none","q2",4,1,"no"
736482,"sil_cg","engl310_13_synth_sil.wav",27,3,"other","no",2,"eng","no",4,"adv","none","q2",4,1,"no"
736482,"sil_cg","engl310_07_synth_sil.wav",27,3,"other","no",2,"eng","no",4,"adv","none","q2",2,1,"yes"
736482,"sil_cg","engl310_01_synth_sil.wav",27,3,"other","no",2,"eng","no",4,"adv","none","q2",1,1,"yes"
736482,"sil_cg","engl310_24_synth_sil.wav",27,3,"other","no",2,"eng","no",4,"adv","none","q2",1,0,"no"
736484,"sil","engl310_24_synth_sil.wav",58,2,"uni","no",3,"eng","no",3,"int","none","q2",4,1,"no"
736484,"sil","engl310_13_synth_sil.wav",58,2,"uni","no",3,"eng","no",3,"int","none","q2",4,1,"no"
736484,"sil","engl310_01_synth_sil.wav",58,2,"uni","no",3,"eng","no",3,"int","none","q2",1,1,"yes"
736484,"sil","engl310_07_synth_sil.wav",58,2,"uni","no",3,"eng","no",3,"int","none","q2",2,1,"yes"
736489,"sil","engl310_07_synth_sil.wav",47,2,"other","no",3,"eng","no",1,"adv","none","q2",4,0,"yes"
736489,"sil","engl310_24_synth_sil.wav",47,2,"other","no",3,"eng","no",1,"adv","none","q2",1,0,"no"
736489,"sil","engl310_01_synth_sil.wav",47,2,"other","no",3,"eng","no",1,"adv","none","q2",1,1,"yes"
736489,"sil","engl310_13_synth_sil.wav",47,2,"other","no",3,"eng","no",1,"adv","none","q2",4,1,"no"
736494,"sil","engl310_07_synth_sil.wav",33,2,"hs","yes",3,"eng","no",5,"adv","none","q2",2,1,"yes"
736494,"sil","engl310_13_synth_sil.wav",33,2,"hs","yes",3,"eng","no",5,"adv","none","q2",4,1,"no"
736494,"sil","engl310_01_synth_sil.wav",33,2,"hs","yes",3,"eng","no",5,"adv","none","q2",1,1,"yes"
736494,"sil","engl310_24_synth_sil.wav",33,2,"hs","yes",3,"eng","no",5,"adv","none","q2",4,1,"no"
736495,"base_cg","engl310_01_synth_base.wav",27,2,"uni","no",2,"eng","no",2,"adv","none","q2",1,1,"yes"
736495,"base_cg","engl310_13_synth_base.wav",27,2,"uni","no",2,"eng","no",2,"adv","none","q2",2,0,"no"
736495,"base_cg","engl310_24_synth_base.wav",27,2,"uni","no",2,"eng","no",2,"adv","none","q2",4,1,"no"
736495,"base_cg","engl310_07_synth_base.wav",27,2,"uni","no",2,"eng","no",2,"adv","none","q2",2,1,"yes"
736498,"sil_cg","engl310_01_synth_sil.wav",34,3,"uni","no",5,"eng","no",5,"adv","none","q2",1,1,"yes"
736498,"sil_cg","engl310_24_synth_sil.wav",34,3,"uni","no",5,"eng","no",5,"adv","none","q2",4,1,"no"
