"id","condition","audiofile","age","ease","edu","imphear","interest","L1","notes","prep","self","test","question","answer","score","precede"
736526,"base_cg","engl310_13_synth_base.wav",36,1,"uni","no",3,"eng","no",2,"adv","none","q1",2,0,"yes"
736530,"base_cg","engl310_24_synth_base.wav",30,1,"uni","no",1,"eng","no",1,"adv","none","q1",3,1,"yes"
736530,"base_cg","engl310_01_synth_base.wav",30,1,"uni","no",1,"eng","no",1,"adv","none","q1",1,1,"no"
736530,"base_cg","engl310_07_synth_base.wav",30,1,"uni","no",1,"eng","no",1,"adv","none","q1",2,0,"no"
736530,"base_cg","engl310_13_synth_base.wav",30,1,"uni","no",1,"eng","no",1,"adv","none","q1",1,1,"yes"
736533,"base","engl310_24_synth_base.wav",38,3,"hs","no",4,"eng","no",2,"adv","none","q1",3,1,"yes"
736533,"base","engl310_13_synth_base.wav",38,3,"hs","no",4,"eng","no",2,"adv","none","q1",1,1,"yes"
736533,"base","engl310_07_synth_base.wav",38,3,"hs","no",4,"eng","no",2,"adv","none","q1",4,1,"no"
736533,"base","engl310_01_synth_base.wav",38,3,"hs","no",4,"eng","no",2,"adv","none","q1",1,1,"no"
736534,"sil_cg","engl310_24_synth_sil.wav",58,2,"hs","no",3,"eng","no",3,"int","none","q1",3,1,"yes"
736534,"sil_cg","engl310_01_synth_sil.wav",58,2,"hs","no",3,"eng","no",3,"int","none","q1",1,1,"no"
736534,"sil_cg","engl310_07_synth_sil.wav",58,2,"hs","no",3,"eng","no",3,"int","none","q1",2,0,"no"
736534,"sil_cg","engl310_13_synth_sil.wav",58,2,"hs","no",3,"eng","no",3,"int","none","q1",2,0,"yes"
736537,"sil_cg","engl310_07_synth_sil.wav",26,2,"hs","no",3,"eng","no",2,"adv","none","q1",4,1,"no"
736537,"sil_cg","engl310_13_synth_sil.wav",26,2,"hs","no",3,"eng","no",2,"adv","none","q1",1,1,"yes"
736537,"sil_cg","engl310_24_synth_sil.wav",26,2,"hs","no",3,"eng","no",2,"adv","none","q1",1,0,"yes"
736537,"sil_cg","engl310_01_synth_sil.wav",26,2,"hs","no",3,"eng","no",2,"adv","none","q1",1,1,"no"
736542,"sil","engl310_07_synth_sil.wav",37,1,"uni","no",3,"eng","no",3,"adv","none","q1",2,0,"no"
736542,"sil","engl310_24_synth_sil.wav",37,1,"uni","no",3,"eng","no",3,"adv","none","q1",1,0,"yes"
736542,"sil","engl310_13_synth_sil.wav",37,1,"uni","no",3,"eng","no",3,"adv","none","q1",1,1,"yes"
736542,"sil","engl310_01_synth_sil.wav",37,1,"uni","no",3,"eng","no",3,"adv","none","q1",1,1,"no"
736578,"sil","engl310_24_synth_sil.wav",22,1,"hs","no",4,"ger","no",2,"adv","none","q1",3,1,"yes"
736578,"sil","engl310_07_synth_sil.wav",22,1,"hs","no",4,"ger","no",2,"adv","none","q1",4,1,"no"
736578,"sil","engl310_13_synth_sil.wav",22,1,"hs","no",4,"ger","no",2,"adv","none","q1",1,1,"yes"
736578,"sil","engl310_01_synth_sil.wav",22,1,"hs","no",4,"ger","no",2,"adv","none","q1",1,1,"no"
736579,"base","engl310_13_synth_base.wav",38,1,"hs","no",2,"ger","no",1,"adv","none","q1",1,1,"yes"
736579,"base","engl310_07_synth_base.wav",38,1,"hs","no",2,"ger","no",1,"adv","none","q1",4,1,"no"
736579,"base","engl310_24_synth_base.wav",38,1,"hs","no",2,"ger","no",1,"adv","none","q1",1,0,"yes"
736579,"base","engl310_01_synth_base.wav",38,1,"hs","no",2,"ger","no",1,"adv","none","q1",4,0,"no"
736584,"base","engl310_13_synth_base.wav",23,2,"hs","no",1,"ger","no",2,"int","b1","q1",1,1,"yes"
736584,"base","engl310_01_synth_base.wav",23,2,"hs","no",1,"ger","no",2,"int","b1","q1",1,1,"no"
736584,"base","engl310_07_synth_base.wav",23,2,"hs","no",1,"ger","no",2,"int","b1","q1",4,1,"no"
736584,"base","engl310_24_synth_base.wav",23,2,"hs","no",1,"ger","no",2,"int","b1","q1",2,0,"yes"
736585,"sil_cg","engl310_01_synth_sil.wav",28,2,"hs","no",3,"ger","no",2,"adv","none","q1",1,1,"no"
736585,"sil_cg","engl310_13_synth_sil.wav",28,2,"hs","no",3,"ger","no",2,"adv","none","q1",1,1,"yes"
736585,"sil_cg","engl310_24_synth_sil.wav",28,2,"hs","no",3,"ger","no",2,"adv","none","q1",3,1,"yes"
736585,"sil_cg","engl310_07_synth_sil.wav",28,2,"hs","no",3,"ger","no",2,"adv","none","q1",4,1,"no"
736587,"sil","engl310_13_synth_sil.wav",28,2,"uni","no",2,"ger","no",3,"adv","c1","q1",1,1,"yes"
736587,"sil","engl310_24_synth_sil.wav",28,2,"uni","no",2,"ger","no",3,"adv","c1","q1",2,0,"yes"
736587,"sil","engl310_07_synth_sil.wav",28,2,"uni","no",2,"ger","no",3,"adv","c1","q1",4,1,"no"
736587,"sil","engl310_01_synth_sil.wav",28,2,"uni","no",2,"ger","no",3,"adv","c1","q1",1,1,"no"
736580,"base_cg","engl310_24_synth_base.wav",30,1,"hs","no",2,"ger","no",3,"adv","none","q1",3,1,"yes"
736580,"base_cg","engl310_07_synth_base.wav",30,1,"hs","no",2,"ger","no",3,"adv","none","q1",4,1,"no"
736580,"base_cg","engl310_01_synth_base.wav",30,1,"hs","no",2,"ger","no",3,"adv","none","q1",1,1,"no"
736580,"base_cg","engl310_13_synth_base.wav",30,1,"hs","no",2,"ger","no",3,"adv","none","q1",1,1,"yes"
736769,"base_cg","engl310_24_synth_base.wav",30,2,"hs","no",3,"ger","no",2,"adv","none","q1",3,1,"yes"
736769,"base_cg","engl310_01_synth_base.wav",30,2,"hs","no",3,"ger","no",2,"adv","none","q1",2,0,"no"
736769,"base_cg","engl310_13_synth_base.wav",30,2,"hs","no",3,"ger","no",2,"adv","none","q1",1,1,"yes"
736769,"base_cg","engl310_07_synth_base.wav",30,2,"hs","no",3,"ger","no",2,"adv","none","q1",4,1,"no"
736771,"base","engl310_07_synth_base.wav",23,1,"other","no",1,"ger","no",2,"adv","c2","q1",2,0,"no"
736771,"base","engl310_13_synth_base.wav",23,1,"other","no",1,"ger","no",2,"adv","c2","q1",1,1,"yes"
736771,"base","engl310_24_synth_base.wav",23,1,"other","no",1,"ger","no",2,"adv","c2","q1",1,0,"yes"
736771,"base","engl310_01_synth_base.wav",23,1,"other","no",1,"ger","no",2,"adv","c2","q1",2,0,"no"
736773,"base_cg","engl310_07_synth_base.wav",26,1,"hs","no",1,"ger","no",2,"adv","c1","q1",1,0,"no"
736773,"base_cg","engl310_24_synth_base.wav",26,1,"hs","no",1,"ger","no",2,"adv","c1","q1",4,0,"yes"
736773,"base_cg","engl310_13_synth_base.wav",26,1,"hs","no",1,"ger","no",2,"adv","c1","q1",1,1,"yes"
736773,"base_cg","engl310_01_synth_base.wav",26,1,"hs","no",1,"ger","no",2,"adv","c1","q1",1,1,"no"
736774,"sil","engl310_01_synth_sil.wav",29,2,"uni","no",3,"ger","no",3,"adv","c2","q1",1,1,"no"
736774,"sil","engl310_13_synth_sil.wav",29,2,"uni","no",3,"ger","no",3,"adv","c2","q1",2,0,"yes"
736774,"sil","engl310_24_synth_sil.wav",29,2,"uni","no",3,"ger","no",3,"adv","c2","q1",4,0,"yes"
736774,"sil","engl310_07_synth_sil.wav",29,2,"uni","no",3,"ger","no",3,"adv","c2","q1",2,0,"no"
736775,"sil_cg","engl310_24_synth_sil.wav",26,1,"hs","no",5,"ger","no",4,"int","b1","q1",1,0,"yes"
736775,"sil_cg","engl310_01_synth_sil.wav",26,1,"hs","no",5,"ger","no",4,"int","b1","q1",1,1,"no"
736775,"sil_cg","engl310_13_synth_sil.wav",26,1,"hs","no",5,"ger","no",4,"int","b1","q1",1,1,"yes"
736775,"sil_cg","engl310_07_synth_sil.wav",26,1,"hs","no",5,"ger","no",4,"int","b1","q1",4,1,"no"
736779,"sil","engl310_01_synth_sil.wav",36,2,"uni","no",4,"ger","no",1,"adv","c2","q1",1,1,"no"
736779,"sil","engl310_07_synth_sil.wav",36,2,"uni","no",4,"ger","no",1,"adv","c2","q1",4,1,"no"
736779,"sil","engl310_24_synth_sil.wav",36,2,"uni","no",4,"ger","no",1,"adv","c2","q1",3,1,"yes"
736779,"sil","engl310_13_synth_sil.wav",36,2,"uni","no",4,"ger","no",1,"adv","c2","q1",2,0,"yes"
736782,"sil_cg","engl310_07_synth_sil.wav",60,2,"hs","no",2,"ger","no",2,"int","b1","q1",2,0,"no"
736782,"sil_cg","engl310_01_synth_sil.wav",60,2,"hs","no",2,"ger","no",2,"int","b1","q1",1,1,"no"
736782,"sil_cg","engl310_24_synth_sil.wav",60,2,"hs","no",2,"ger","no",2,"int","b1","q1",2,0,"yes"
736782,"sil_cg","engl310_13_synth_sil.wav",60,2,"hs","no",2,"ger","no",2,"int","b1","q1",2,0,"yes"
736784,"base_cg","engl310_13_synth_base.wav",27,2,"hs","no",2,"ger","no",1,"int","b2","q1",1,1,"yes"
736784,"base_cg","engl310_24_synth_base.wav",27,2,"hs","no",2,"ger","no",1,"int","b2","q1",3,1,"yes"
736784,"base_cg","engl310_07_synth_base.wav",27,2,"hs","no",2,"ger","no",1,"int","b2","q1",4,1,"no"
736784,"base_cg","engl310_01_synth_base.wav",27,2,"hs","no",2,"ger","no",1,"int","b2","q1",2,0,"no"
736778,"sil_cg","engl310_24_synth_sil.wav",35,1,"uni","no",1,"ger","no",4,"adv","none","q1",3,1,"yes"
736778,"sil_cg","engl310_07_synth_sil.wav",35,1,"uni","no",1,"ger","no",4,"adv","none","q1",2,0,"no"
736778,"sil_cg","engl310_01_synth_sil.wav",35,1,"uni","no",1,"ger","no",4,"adv","none","q1",1,1,"no"
736778,"sil_cg","engl310_13_synth_sil.wav",35,1,"uni","no",1,"ger","no",4,"adv","none","q1",2,0,"yes"
736780,"base_cg","engl310_01_synth_base.wav",46,2,"uni","no",3,"ger","no",4,"int","b1","q1",1,1,"no"
736780,"base_cg","engl310_13_synth_base.wav",46,2,"uni","no",3,"ger","no",4,"int","b1","q1",2,0,"yes"
736780,"base_cg","engl310_24_synth_base.wav",46,2,"uni","no",3,"ger","no",4,"int","b1","q1",3,1,"yes"
736780,"base_cg","engl310_07_synth_base.wav",46,2,"uni","no",3,"ger","no",4,"int","b1","q1",4,1,"no"
736781,"base","engl310_24_synth_base.wav",28,1,"uni","no",3,"ger","no",2,"int","b2","q1",3,1,"yes"
736781,"base","engl310_07_synth_base.wav",28,1,"uni","no",3,"ger","no",2,"int","b2","q1",4,1,"no"
736781,"base","engl310_01_synth_base.wav",28,1,"uni","no",3,"ger","no",2,"int","b2","q1",1,1,"no"
736781,"base","engl310_13_synth_base.wav",28,1,"uni","no",3,"ger","no",2,"int","b2","q1",2,0,"yes"
736787,"sil","engl310_24_synth_sil.wav",22,2,"uni","no",3,"ger","no",4,"adv","c2","q1",1,0,"yes"
736787,"sil","engl310_01_synth_sil.wav",22,2,"uni","no",3,"ger","no",4,"adv","c2","q1",4,0,"no"
736787,"sil","engl310_07_synth_sil.wav",22,2,"uni","no",3,"ger","no",4,"adv","c2","q1",4,1,"no"
736787,"sil","engl310_13_synth_sil.wav",22,2,"uni","no",3,"ger","no",4,"adv","c2","q1",1,1,"yes"
736788,"base","engl310_24_synth_base.wav",25,2,"uni","no",2,"ger","no",2,"adv","c1","q1",2,0,"yes"
736788,"base","engl310_01_synth_base.wav",25,2,"uni","no",2,"ger","no",2,"adv","c1","q1",2,0,"no"
736788,"base","engl310_07_synth_base.wav",25,2,"uni","no",2,"ger","no",2,"adv","c1","q1",2,0,"no"
736788,"base","engl310_13_synth_base.wav",25,2,"uni","no",2,"ger","no",2,"adv","c1","q1",1,1,"yes"
736790,"sil_cg","engl310_24_synth_sil.wav",24,2,"hs","no",4,"ger","no",4,"adv","none","q1",3,1,"yes"
736790,"sil_cg","engl310_13_synth_sil.wav",24,2,"hs","no",4,"ger","no",4,"adv","none","q1",2,0,"yes"
736790,"sil_cg","engl310_01_synth_sil.wav",24,2,"hs","no",4,"ger","no",4,"adv","none","q1",1,1,"no"
736790,"sil_cg","engl310_07_synth_sil.wav",24,2,"hs","no",4,"ger","no",4,"adv","none","q1",4,1,"no"
736791,"base_cg","engl310_07_synth_base.wav",45,1,"hs","yes",3,"ger","no",2,"int","none","q1",2,0,"no"
736791,"base_cg","engl310_13_synth_base.wav",45,1,"hs","yes",3,"ger","no",2,"int","none","q1",2,0,"yes"
736791,"base_cg","engl310_01_synth_base.wav",45,1,"hs","yes",3,"ger","no",2,"int","none","q1",1,1,"no"
736791,"base_cg","engl310_24_synth_base.wav",45,1,"hs","yes",3,"ger","no",2,"int","none","q1",3,1,"yes"
736792,"sil","engl310_13_synth_sil.wav",25,2,"hs","no",4,"ger","no",3,"adv","c1","q1",1,1,"yes"
736792,"sil","engl310_24_synth_sil.wav",25,2,"hs","no",4,"ger","no",3,"adv","c1","q1",3,1,"yes"
736792,"sil","engl310_01_synth_sil.wav",25,2,"hs","no",4,"ger","no",3,"adv","c1","q1",3,0,"no"
736792,"sil","engl310_07_synth_sil.wav",25,2,"hs","no",4,"ger","no",3,"adv","c1","q1",2,0,"no"
736793,"base","engl310_24_synth_base.wav",21,1,"hs","no",3,"ger","no",1,"adv","c2","q1",3,1,"yes"
736793,"base","engl310_07_synth_base.wav",21,1,"hs","no",3,"ger","no",1,"adv","c2","q1",4,1,"no"
736793,"base","engl310_13_synth_base.wav",21,1,"hs","no",3,"ger","no",1,"adv","c2","q1",2,0,"yes"
736793,"base","engl310_01_synth_base.wav",21,1,"hs","no",3,"ger","no",1,"adv","c2","q1",1,1,"no"
736795,"base_cg","engl310_01_synth_base.wav",50,3,"uni","no",3,"ger","no",3,"adv","c1","q1",1,1,"no"
736795,"base_cg","engl310_13_synth_base.wav",50,3,"uni","no",3,"ger","no",3,"adv","c1","q1",1,1,"yes"
736795,"base_cg","engl310_07_synth_base.wav",50,3,"uni","no",3,"ger","no",3,"adv","c1","q1",4,1,"no"
736795,"base_cg","engl310_24_synth_base.wav",50,3,"uni","no",3,"ger","no",3,"adv","c1","q1",3,1,"yes"
736796,"sil_cg","engl310_07_synth_sil.wav",31,1,"hs","no",4,"ger","no",2,"adv","c2","q1",2,0,"no"
736796,"sil_cg","engl310_24_synth_sil.wav",31,1,"hs","no",4,"ger","no",2,"adv","c2","q1",3,1,"yes"
736796,"sil_cg","engl310_13_synth_sil.wav",31,1,"hs","no",4,"ger","no",2,"adv","c2","q1",1,1,"yes"
736796,"sil_cg","engl310_01_synth_sil.wav",31,1,"hs","no",4,"ger","no",2,"adv","c2","q1",4,0,"no"
736797,"sil","engl310_07_synth_sil.wav",23,2,"hs","no",3,"ger","no",4,"int","b2","q1",4,1,"no"
736797,"sil","engl310_13_synth_sil.wav",23,2,"hs","no",3,"ger","no",4,"int","b2","q1",1,1,"yes"
736797,"sil","engl310_24_synth_sil.wav",23,2,"hs","no",3,"ger","no",4,"int","b2","q1",3,1,"yes"
736797,"sil","engl310_01_synth_sil.wav",23,2,"hs","no",3,"ger","no",4,"int","b2","q1",1,1,"no"
736798,"base","engl310_13_synth_base.wav",24,2,"hs","no",3,"ger","no",3,"beg","none","q1",2,0,"yes"
736798,"base","engl310_24_synth_base.wav",24,2,"hs","no",3,"ger","no",3,"beg","none","q1",4,0,"yes"
736798,"base","engl310_07_synth_base.wav",24,2,"hs","no",3,"ger","no",3,"beg","none","q1",2,0,"no"
736798,"base","engl310_01_synth_base.wav",24,2,"hs","no",3,"ger","no",3,"beg","none","q1",3,0,"no"
736801,"sil_cg","engl310_13_synth_sil.wav",53,1,"hs","no",1,"ger","no",1,"int","none","q1",2,0,"yes"
736801,"sil_cg","engl310_24_synth_sil.wav",53,1,"hs","no",1,"ger","no",1,"int","none","q1",2,0,"yes"
736801,"sil_cg","engl310_01_synth_sil.wav",53,1,"hs","no",1,"ger","no",1,"int","none","q1",1,1,"no"
736801,"sil_cg","engl310_07_synth_sil.wav",53,1,"hs","no",1,"ger","no",1,"int","none","q1",2,0,"no"
736802,"base","engl310_13_synth_base.wav",33,1,"hs","no",1,"ger","no",2,"int","none","q1",1,1,"yes"
736802,"base","engl310_01_synth_base.wav",33,1,"hs","no",1,"ger","no",2,"int","none","q1",1,1,"no"
736802,"base","engl310_24_synth_base.wav",33,1,"hs","no",1,"ger","no",2,"int","none","q1",3,1,"yes"
736802,"base","engl310_07_synth_base.wav",33,1,"hs","no",1,"ger","no",2,"int","none","q1",4,1,"no"
736803,"base_cg","engl310_24_synth_base.wav",28,1,"hs","no",3,"ger","no",1,"int","c1","q1",2,0,"yes"
736803,"base_cg","engl310_13_synth_base.wav",28,1,"hs","no",3,"ger","no",1,"int","c1","q1",1,1,"yes"
736803,"base_cg","engl310_01_synth_base.wav",28,1,"hs","no",3,"ger","no",1,"int","c1","q1",1,1,"no"
736803,"base_cg","engl310_07_synth_base.wav",28,1,"hs","no",3,"ger","no",1,"int","c1","q1",4,1,"no"
736804,"sil","engl310_13_synth_sil.wav",33,3,"uni","no",2,"ger","no",4,"adv","c1","q1",1,1,"yes"
736804,"sil","engl310_07_synth_sil.wav",33,3,"uni","no",2,"ger","no",4,"adv","c1","q1",1,0,"no"
736804,"sil","engl310_01_synth_sil.wav",33,3,"uni","no",2,"ger","no",4,"adv","c1","q1",2,0,"no"
736804,"sil","engl310_24_synth_sil.wav",33,3,"uni","no",2,"ger","no",4,"adv","c1","q1",1,0,"yes"
736807,"base_cg","engl310_24_synth_base.wav",43,1,"hs","no",3,"ger","no",1,"int","none","q1",4,0,"yes"
736807,"base_cg","engl310_01_synth_base.wav",43,1,"hs","no",3,"ger","no",1,"int","none","q1",1,1,"no"
736807,"base_cg","engl310_13_synth_base.wav",43,1,"hs","no",3,"ger","no",1,"int","none","q1",3,0,"yes"
736807,"base_cg","engl310_07_synth_base.wav",43,1,"hs","no",3,"ger","no",1,"int","none","q1",2,0,"no"
736809,"sil","engl310_13_synth_sil.wav",39,3,"hs","no",4,"ger","no",2,"adv","c2","q1",2,0,"yes"
736809,"sil","engl310_07_synth_sil.wav",39,3,"hs","no",4,"ger","no",2,"adv","c2","q1",1,0,"no"
736809,"sil","engl310_01_synth_sil.wav",39,3,"hs","no",4,"ger","no",2,"adv","c2","q1",1,1,"no"
736809,"sil","engl310_24_synth_sil.wav",39,3,"hs","no",4,"ger","no",2,"adv","c2","q1",3,1,"yes"
736810,"sil_cg","engl310_13_synth_sil.wav",26,2,"hs","no",3,"ger","no",1,"adv","b2","q1",1,1,"yes"
736810,"sil_cg","engl310_24_synth_sil.wav",26,2,"hs","no",3,"ger","no",1,"adv","b2","q1",2,0,"yes"
736810,"sil_cg","engl310_01_synth_sil.wav",26,2,"hs","no",3,"ger","no",1,"adv","b2","q1",1,1,"no"
736810,"sil_cg","engl310_07_synth_sil.wav",26,2,"hs","no",3,"ger","no",1,"adv","b2","q1",4,1,"no"
736812,"base","engl310_24_synth_base.wav",35,1,"uni","no",1,"ger","no",1,"adv","c2","q1",3,1,"yes"
736812,"base","engl310_13_synth_base.wav",35,1,"uni","no",1,"ger","no",1,"adv","c2","q1",1,1,"yes"
736812,"base","engl310_07_synth_base.wav",35,1,"uni","no",1,"ger","no",1,"adv","c2","q1",2,0,"no"
736812,"base","engl310_01_synth_base.wav",35,1,"uni","no",1,"ger","no",1,"adv","c2","q1",1,1,"no"
736814,"sil_cg","engl310_07_synth_sil.wav",21,3,"hs","no",4,"ger","no",3,"adv","c1","q1",3,0,"no"
736814,"sil_cg","engl310_13_synth_sil.wav",21,3,"hs","no",4,"ger","no",3,"adv","c1","q1",1,1,"yes"
736814,"sil_cg","engl310_01_synth_sil.wav",21,3,"hs","no",4,"ger","no",3,"adv","c1","q1",1,1,"no"
736814,"sil_cg","engl310_24_synth_sil.wav",21,3,"hs","no",4,"ger","no",3,"adv","c1","q1",1,0,"yes"
736816,"base","engl310_13_synth_base.wav",22,2,"uni","no",2,"ger","no",1,"int","b2","q1",1,1,"yes"
736816,"base","engl310_07_synth_base.wav",22,2,"uni","no",2,"ger","no",1,"int","b2","q1",4,1,"no"
736816,"base","engl310_01_synth_base.wav",22,2,"uni","no",2,"ger","no",1,"int","b2","q1",1,1,"no"
736816,"base","engl310_24_synth_base.wav",22,2,"uni","no",2,"ger","no",1,"int","b2","q1",2,0,"yes"
736817,"sil","engl310_24_synth_sil.wav",27,1,"uni","no",2,"ger","no",2,"adv","c2","q1",1,0,"yes"
736817,"sil","engl310_13_synth_sil.wav",27,1,"uni","no",2,"ger","no",2,"adv","c2","q1",2,0,"yes"
736817,"sil","engl310_07_synth_sil.wav",27,1,"uni","no",2,"ger","no",2,"adv","c2","q1",3,0,"no"
736817,"sil","engl310_01_synth_sil.wav",27,1,"uni","no",2,"ger","no",2,"adv","c2","q1",2,0,"no"
736819,"base_cg","engl310_13_synth_base.wav",44,1,"hs","no",4,"ger","no",3,"int","b2","q1",1,1,"yes"
736819,"base_cg","engl310_01_synth_base.wav",44,1,"hs","no",4,"ger","no",3,"int","b2","q1",1,1,"no"
736819,"base_cg","engl310_24_synth_base.wav",44,1,"hs","no",4,"ger","no",3,"int","b2","q1",3,1,"yes"
736819,"base_cg","engl310_07_synth_base.wav",44,1,"hs","no",4,"ger","no",3,"int","b2","q1",4,1,"no"
736820,"sil","engl310_13_synth_sil.wav",26,1,"hs","no",2,"ger","no",3,"adv","a1","q1",1,1,"yes"
736820,"sil","engl310_01_synth_sil.wav",26,1,"hs","no",2,"ger","no",3,"adv","a1","q1",2,0,"no"
736820,"sil","engl310_24_synth_sil.wav",26,1,"hs","no",2,"ger","no",3,"adv","a1","q1",1,0,"yes"
736820,"sil","engl310_07_synth_sil.wav",26,1,"hs","no",2,"ger","no",3,"adv","a1","q1",2,0,"no"
736822,"base_cg","engl310_07_synth_base.wav",38,2,"uni","no",4,"ger","no",2,"int","b2","q1",4,1,"no"
736822,"base_cg","engl310_01_synth_base.wav",38,2,"uni","no",4,"ger","no",2,"int","b2","q1",2,0,"no"
736822,"base_cg","engl310_13_synth_base.wav",38,2,"uni","no",4,"ger","no",2,"int","b2","q1",1,1,"yes"
736822,"base_cg","engl310_24_synth_base.wav",38,2,"uni","no",4,"ger","no",2,"int","b2","q1",1,0,"yes"
736823,"base","engl310_13_synth_base.wav",36,1,"uni","no",3,"ger","no",2,"adv","c1","q1",2,0,"yes"
736823,"base","engl310_01_synth_base.wav",36,1,"uni","no",3,"ger","no",2,"adv","c1","q1",1,1,"no"
736823,"base","engl310_07_synth_base.wav",36,1,"uni","no",3,"ger","no",2,"adv","c1","q1",4,1,"no"
736823,"base","engl310_24_synth_base.wav",36,1,"uni","no",3,"ger","no",2,"adv","c1","q1",3,1,"yes"
736824,"sil_cg","engl310_13_synth_sil.wav",30,3,"uni","no",3,"ger","no",2,"adv","none","q1",2,0,"yes"
736824,"sil_cg","engl310_24_synth_sil.wav",30,3,"uni","no",3,"ger","no",2,"adv","none","q1",2,0,"yes"
736824,"sil_cg","engl310_07_synth_sil.wav",30,3,"uni","no",3,"ger","no",2,"adv","none","q1",4,1,"no"
736824,"sil_cg","engl310_01_synth_sil.wav",30,3,"uni","no",3,"ger","no",2,"adv","none","q1",1,1,"no"
736828,"base_cg","engl310_24_synth_base.wav",19,1,"hs","no",2,"ger","no",2,"adv","c1","q1",2,0,"yes"
736828,"base_cg","engl310_01_synth_base.wav",19,1,"hs","no",2,"ger","no",2,"adv","c1","q1",1,1,"no"
736828,"base_cg","engl310_13_synth_base.wav",19,1,"hs","no",2,"ger","no",2,"adv","c1","q1",1,1,"yes"
736828,"base_cg","engl310_07_synth_base.wav",19,1,"hs","no",2,"ger","no",2,"adv","c1","q1",4,1,"no"
736835,"sil_cg","engl310_01_synth_sil.wav",31,2,"uni","no",2,"ger","no",2,"int","none","q1",1,1,"no"
736835,"sil_cg","engl310_07_synth_sil.wav",31,2,"uni","no",2,"ger","no",2,"int","none","q1",4,1,"no"
736835,"sil_cg","engl310_13_synth_sil.wav",31,2,"uni","no",2,"ger","no",2,"int","none","q1",1,1,"yes"
736835,"sil_cg","engl310_24_synth_sil.wav",31,2,"uni","no",2,"ger","no",2,"int","none","q1",2,0,"yes"
736842,"sil_cg","engl310_07_synth_sil.wav",24,2,"uni","no",3,"ger","no",2,"int","none","q1",4,1,"no"
736842,"sil_cg","engl310_24_synth_sil.wav",24,2,"uni","no",3,"ger","no",2,"int","none","q1",1,0,"yes"
736842,"sil_cg","engl310_13_synth_sil.wav",24,2,"uni","no",3,"ger","no",2,"int","none","q1",2,0,"yes"
736842,"sil_cg","engl310_01_synth_sil.wav",24,2,"uni","no",3,"ger","no",2,"int","none","q1",1,1,"no"
736832,"sil_cg","engl310_13_synth_sil.wav",33,2,"uni","no",3,"ger","no",3,"adv","c1","q1",2,0,"yes"
736832,"sil_cg","engl310_07_synth_sil.wav",33,2,"uni","no",3,"ger","no",3,"adv","c1","q1",1,0,"no"
736832,"sil_cg","engl310_24_synth_sil.wav",33,2,"uni","no",3,"ger","no",3,"adv","c1","q1",3,1,"yes"
736832,"sil_cg","engl310_01_synth_sil.wav",33,2,"uni","no",3,"ger","no",3,"adv","c1","q1",1,1,"no"
736833,"base","engl310_24_synth_base.wav",34,1,"uni","no",1,"ger","no",1,"adv","c1","q1",3,1,"yes"
736833,"base","engl310_13_synth_base.wav",34,1,"uni","no",1,"ger","no",1,"adv","c1","q1",1,1,"yes"
736833,"base","engl310_01_synth_base.wav",34,1,"uni","no",1,"ger","no",1,"adv","c1","q1",1,1,"no"
736833,"base","engl310_07_synth_base.wav",34,1,"uni","no",1,"ger","no",1,"adv","c1","q1",4,1,"no"
736834,"sil","engl310_24_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q1",1,0,"yes"
736834,"sil","engl310_01_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q1",1,1,"no"
736834,"sil","engl310_13_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q1",1,1,"yes"
736834,"sil","engl310_07_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q1",2,0,"no"
736836,"sil","engl310_01_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q1",2,0,"no"
736836,"sil","engl310_24_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q1",2,0,"yes"
736836,"sil","engl310_07_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q1",2,0,"no"
736836,"sil","engl310_13_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q1",2,0,"yes"
736839,"base","engl310_13_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q1",2,0,"yes"
736839,"base","engl310_07_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q1",4,1,"no"
736839,"base","engl310_01_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q1",1,1,"no"
736839,"base","engl310_24_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q1",3,1,"yes"
736840,"base_cg","engl310_01_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q1",1,1,"no"
736840,"base_cg","engl310_24_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q1",1,0,"yes"
736840,"base_cg","engl310_07_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q1",4,1,"no"
736840,"base_cg","engl310_13_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q1",1,1,"yes"
736843,"sil","engl310_01_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q1",1,1,"no"
736843,"sil","engl310_07_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q1",4,1,"no"
